ssid_fast_orthogroups,Ssid_longest_proteome
OG0000186,"Ssid_236272_c0_seq3.p1, Ssid_256898_c2_seq2.p1, Ssid_258660_c0_seq7.p1, Ssid_258660_c0_seq7.p2"
OG0000187,"Ssid_17652_c0_seq1.p1, Ssid_237266_c0_seq2.p1, Ssid_254763_c1_seq1.p1, Ssid_322971_c0_seq1.p1, Ssid_480271_c0_seq1.p1"
OG0000188,"Ssid_135722_c0_seq1.p1, Ssid_262228_c0_seq14.p2"
OG0000189,Ssid_259646_c0_seq3.p1
OG0000190,
OG0000191,
OG0000192,
OG0000193,
OG0000194,
OG0000195,"Ssid_239353_c0_seq1.p1, Ssid_244376_c1_seq1.p2, Ssid_245479_c0_seq4.p1, Ssid_251953_c0_seq1.p1"
OG0000196,
OG0000197,
OG0000198,
OG0000199,"Ssid_232454_c0_seq2.p1, Ssid_262989_c0_seq1.p2, Ssid_263394_c0_seq1.p2, Ssid_263394_c0_seq1.p3, Ssid_263575_c0_seq4.p2, Ssid_263803_c0_seq4.p4"
OG0000200,
OG0000201,Ssid_256947_c0_seq11.p1
OG0000202,
OG0000203,"Ssid_129168_c0_seq1.p1, Ssid_220458_c0_seq1.p1, Ssid_233436_c0_seq2.p1, Ssid_251087_c0_seq1.p2, Ssid_251518_c0_seq6.p1"
OG0000204,Ssid_263003_c0_seq1.p1
OG0000205,"Ssid_261408_c0_seq1.p3, Ssid_263687_c0_seq2.p1"
OG0000206,"Ssid_209613_c0_seq1.p1, Ssid_212761_c0_seq2.p1, Ssid_259991_c0_seq3.p1, Ssid_262121_c0_seq2.p1"
OG0000207,"Ssid_206807_c0_seq2.p1, Ssid_223569_c0_seq1.p1, Ssid_238857_c0_seq1.p1, Ssid_260730_c1_seq1.p1, Ssid_262461_c1_seq1.p1, Ssid_263053_c0_seq1.p1"
OG0000208,
OG0000209,
OG0000210,"Ssid_236072_c0_seq1.p1, Ssid_262088_c0_seq3.p1"
OG0000211,
OG0000212,
OG0000213,"Ssid_231172_c0_seq5.p1, Ssid_242031_c0_seq2.p1, Ssid_251663_c0_seq1.p1, Ssid_252890_c0_seq2.p1, Ssid_259446_c1_seq1.p1, Ssid_391434_c0_seq1.p1, Ssid_9193_c0_seq1.p1"
OG0000214,"Ssid_142516_c0_seq1.p1, Ssid_243162_c0_seq2.p1, Ssid_257067_c0_seq2.p1, Ssid_257067_c1_seq2.p1, Ssid_263183_c0_seq1.p1, Ssid_53279_c0_seq1.p1"
OG0000215,"Ssid_259285_c1_seq1.p3, Ssid_259533_c0_seq8.p1"
OG0000216,"Ssid_247621_c0_seq1.p1, Ssid_258490_c0_seq1.p1, Ssid_345046_c0_seq1.p1, Ssid_365618_c0_seq1.p1, Ssid_373088_c0_seq1.p1, Ssid_378115_c0_seq1.p1, Ssid_384146_c0_seq1.p1, Ssid_404123_c0_seq1.p1, Ssid_431466_c0_seq1.p1, Ssid_434089_c0_seq1.p1"
OG0000217,
OG0000218,
OG0000219,"Ssid_186048_c0_seq1.p1, Ssid_209296_c0_seq1.p1, Ssid_232463_c0_seq3.p2, Ssid_234662_c0_seq6.p1, Ssid_257716_c0_seq1.p1, Ssid_38486_c0_seq1.p2, Ssid_6754_c0_seq1.p1"
OG0000220,"Ssid_206503_c1_seq2.p1, Ssid_223553_c0_seq1.p1, Ssid_235434_c0_seq2.p1, Ssid_243138_c0_seq1.p1, Ssid_259158_c0_seq3.p3, Ssid_262074_c0_seq11.p1, Ssid_263943_c0_seq1.p1"
OG0000221,
OG0000222,"Ssid_216537_c0_seq3.p1, Ssid_241296_c0_seq3.p1, Ssid_250181_c0_seq5.p1, Ssid_250181_c0_seq5.p2, Ssid_253255_c0_seq3.p1, Ssid_254772_c0_seq2.p1, Ssid_256672_c1_seq1.p1, Ssid_260901_c0_seq2.p2, Ssid_262798_c0_seq2.p1"
OG0000223,Ssid_426727_c0_seq1.p2
OG0000224,"Ssid_223213_c0_seq2.p1, Ssid_235281_c0_seq1.p1, Ssid_242978_c0_seq1.p1, Ssid_249614_c0_seq1.p2, Ssid_262275_c0_seq8.p1, Ssid_263186_c1_seq5.p1, Ssid_434184_c0_seq1.p1, Ssid_97598_c0_seq1.p1"
OG0000225,"Ssid_245539_c0_seq2.p1, Ssid_248881_c0_seq4.p1, Ssid_326926_c0_seq1.p1"
OG0000226,"Ssid_252863_c0_seq2.p1, Ssid_261911_c1_seq1.p1"
OG0000227,"Ssid_219358_c0_seq1.p1, Ssid_244821_c0_seq2.p1, Ssid_253066_c0_seq5.p1"
OG0000228,"Ssid_210459_c0_seq2.p1, Ssid_247412_c0_seq1.p1, Ssid_260817_c0_seq2.p1, Ssid_263371_c0_seq1.p1"
OG0000229,
OG0000230,Ssid_263622_c0_seq2.p1
OG0000231,"Ssid_202418_c0_seq2.p1, Ssid_242621_c0_seq2.p1, Ssid_254305_c0_seq8.p1, Ssid_263612_c0_seq1.p1"
OG0000232,Ssid_192040_c0_seq1.p1
OG0000233,"Ssid_216331_c0_seq2.p1, Ssid_216331_c0_seq2.p2, Ssid_241281_c1_seq7.p1"
OG0000234,Ssid_257575_c0_seq12.p1
OG0000235,"Ssid_16385_c0_seq1.p1, Ssid_253154_c0_seq7.p1, Ssid_253154_c0_seq7.p2, Ssid_256605_c0_seq4.p1, Ssid_256605_c0_seq4.p3"
OG0000236,"Ssid_254852_c0_seq1.p1, Ssid_254852_c0_seq1.p2, Ssid_262582_c0_seq10.p1"
OG0000237,Ssid_257222_c0_seq4.p1
OG0000238,"Ssid_224897_c0_seq1.p1, Ssid_240704_c0_seq1.p1, Ssid_253972_c0_seq9.p1, Ssid_256612_c0_seq3.p1, Ssid_260989_c0_seq3.p1, Ssid_261104_c0_seq1.p1, Ssid_261965_c2_seq4.p1"
OG0000239,
OG0000240,"Ssid_237964_c0_seq2.p1, Ssid_252664_c0_seq14.p1"
OG0000241,"Ssid_217977_c0_seq5.p1, Ssid_253341_c0_seq1.p1, Ssid_253341_c0_seq1.p2, Ssid_261883_c0_seq1.p1, Ssid_263829_c0_seq1.p1"
OG0000242,"Ssid_250220_c0_seq3.p1, Ssid_261375_c1_seq2.p1, Ssid_263168_c1_seq1.p2"
OG0000243,Ssid_255856_c0_seq1.p1
OG0000244,"Ssid_164620_c0_seq1.p1, Ssid_166535_c0_seq1.p1, Ssid_237608_c0_seq2.p1"
OG0000245,
OG0000246,Ssid_223480_c0_seq4.p1
OG0000247,Ssid_262189_c0_seq3.p3
OG0000248,
OG0000249,Ssid_260313_c0_seq1.p1
OG0000250,"Ssid_234734_c0_seq1.p1, Ssid_241413_c0_seq1.p1, Ssid_251333_c0_seq31.p1, Ssid_256738_c0_seq2.p1, Ssid_257409_c0_seq2.p1, Ssid_257409_c0_seq2.p2, Ssid_258927_c2_seq1.p1"
OG0000251,
OG0000252,
OG0000253,"Ssid_239365_c0_seq1.p1, Ssid_240941_c0_seq1.p1, Ssid_250388_c0_seq2.p1, Ssid_250401_c0_seq3.p1, Ssid_255407_c1_seq1.p1, Ssid_256180_c0_seq3.p1, Ssid_257631_c0_seq6.p1, Ssid_263109_c1_seq1.p2, Ssid_263583_c1_seq2.p1"
OG0000254,
OG0000255,Ssid_247228_c0_seq6.p1
OG0000256,Ssid_249241_c1_seq13.p1
OG0000257,
OG0000258,
OG0000259,
OG0000260,"Ssid_250146_c0_seq1.p1, Ssid_250413_c0_seq4.p1, Ssid_251669_c0_seq4.p1, Ssid_251710_c0_seq2.p1, Ssid_251721_c2_seq2.p1"
OG0000261,Ssid_228444_c0_seq1.p3
OG0000262,Ssid_255744_c1_seq1.p1
OG0000263,
OG0000264,
OG0000265,Ssid_354887_c0_seq1.p1
OG0000266,Ssid_196894_c0_seq1.p3
OG0000267,"Ssid_196081_c0_seq1.p1, Ssid_256916_c0_seq1.p2, Ssid_258565_c1_seq3.p2, Ssid_262803_c0_seq1.p2"
OG0000268,Ssid_2104_c0_seq1.p1
OG0000269,"Ssid_198800_c0_seq1.p1, Ssid_198800_c0_seq1.p2, Ssid_255381_c0_seq2.p1, Ssid_256483_c0_seq14.p2, Ssid_259271_c0_seq1.p1, Ssid_262018_c0_seq4.p1, Ssid_263570_c0_seq1.p1"
OG0000270,
OG0000271,"Ssid_258705_c1_seq17.p2, Ssid_262470_c0_seq3.p1"
OG0000272,
OG0000273,"Ssid_203841_c0_seq2.p1, Ssid_216739_c0_seq1.p1, Ssid_232702_c0_seq3.p1, Ssid_232885_c0_seq1.p1, Ssid_251418_c0_seq1.p1, Ssid_258581_c0_seq1.p2"
OG0000274,"Ssid_244082_c0_seq1.p1, Ssid_252610_c1_seq2.p1, Ssid_260164_c0_seq6.p1, Ssid_260164_c1_seq1.p1"
OG0000275,"Ssid_259299_c0_seq3.p1, Ssid_263697_c3_seq1.p1"
OG0000276,
OG0000277,Ssid_20387_c0_seq1.p1
OG0000278,"Ssid_251692_c0_seq1.p1, Ssid_260012_c0_seq3.p1"
OG0000279,"Ssid_259483_c2_seq2.p1, Ssid_263827_c0_seq7.p1"
OG0000280,"Ssid_173160_c0_seq2.p1, Ssid_248717_c1_seq10.p1, Ssid_251586_c0_seq10.p1"
OG0000281,"Ssid_234319_c0_seq1.p1, Ssid_246664_c0_seq3.p1, Ssid_254462_c2_seq1.p1, Ssid_258248_c0_seq6.p2, Ssid_260901_c0_seq2.p1, Ssid_261743_c0_seq3.p3, Ssid_262202_c0_seq4.p1, Ssid_262205_c0_seq4.p1, Ssid_262592_c0_seq1.p8"
OG0000282,"Ssid_237930_c0_seq1.p1, Ssid_256313_c1_seq1.p2, Ssid_262111_c0_seq1.p1"
OG0000283,"Ssid_244880_c0_seq1.p1, Ssid_252128_c0_seq1.p1, Ssid_259733_c0_seq1.p1, Ssid_259733_c0_seq1.p2, Ssid_349442_c0_seq1.p1"
OG0000284,"Ssid_11079_c0_seq1.p1, Ssid_235313_c0_seq2.p1, Ssid_256822_c0_seq1.p1, Ssid_261770_c0_seq7.p2"
OG0000285,"Ssid_249441_c0_seq1.p1, Ssid_257551_c0_seq1.p1, Ssid_258565_c0_seq1.p1"
OG0000286,
OG0000287,Ssid_229114_c0_seq1.p1
OG0000288,"Ssid_223049_c0_seq1.p1, Ssid_254908_c0_seq2.p1, Ssid_262667_c1_seq3.p2, Ssid_263753_c0_seq1.p2"
OG0000289,Ssid_291255_c0_seq1.p1
OG0000290,"Ssid_163245_c0_seq1.p1, Ssid_196895_c0_seq1.p1, Ssid_198534_c0_seq1.p1, Ssid_247845_c0_seq1.p1, Ssid_256000_c0_seq1.p1"
OG0000291,"Ssid_162444_c0_seq1.p1, Ssid_200954_c0_seq1.p1, Ssid_240599_c0_seq1.p1, Ssid_243644_c0_seq1.p1, Ssid_256064_c0_seq4.p1, Ssid_297024_c0_seq1.p1"
OG0000292,Ssid_263819_c0_seq5.p1
OG0000293,
OG0000294,"Ssid_191413_c0_seq1.p1, Ssid_215243_c0_seq1.p1, Ssid_229750_c0_seq1.p1"
OG0000295,Ssid_234511_c0_seq1.p1
OG0000296,"Ssid_244488_c0_seq3.p1, Ssid_248704_c0_seq1.p1"
OG0000297,Ssid_244879_c0_seq8.p1
OG0000298,Ssid_260769_c0_seq1.p1
OG0000299,
OG0000300,
OG0000301,
OG0000302,"Ssid_130078_c0_seq1.p1, Ssid_141008_c0_seq2.p1, Ssid_226674_c0_seq2.p1, Ssid_230057_c0_seq3.p1, Ssid_240980_c0_seq1.p1, Ssid_244677_c0_seq3.p1, Ssid_248813_c0_seq2.p1, Ssid_249614_c0_seq1.p1, Ssid_254126_c0_seq1.p1, Ssid_256094_c0_seq5.p1, Ssid_257562_c1_seq5.p1, Ssid_261399_c0_seq1.p3"
OG0000303,"Ssid_228773_c0_seq1.p1, Ssid_246450_c0_seq1.p1, Ssid_60206_c0_seq1.p1"
OG0000304,"Ssid_231363_c0_seq1.p1, Ssid_248267_c1_seq1.p1, Ssid_252781_c0_seq8.p1, Ssid_258513_c0_seq1.p1, Ssid_259269_c1_seq2.p1, Ssid_262210_c1_seq1.p1"
OG0000305,"Ssid_135591_c0_seq1.p1, Ssid_253686_c0_seq3.p1, Ssid_256882_c0_seq2.p1"
OG0000306,
OG0000307,"Ssid_199610_c0_seq1.p1, Ssid_226272_c0_seq1.p1, Ssid_250258_c0_seq1.p1, Ssid_250827_c0_seq12.p1, Ssid_253405_c0_seq1.p1, Ssid_254668_c0_seq1.p1, Ssid_254668_c0_seq1.p2"
OG0000308,"Ssid_196573_c0_seq2.p1, Ssid_238519_c0_seq4.p1, Ssid_259637_c0_seq16.p1, Ssid_261181_c0_seq3.p1"
OG0000309,"Ssid_173281_c0_seq3.p1, Ssid_242644_c0_seq1.p1, Ssid_256380_c0_seq4.p1, Ssid_258698_c0_seq2.p1, Ssid_259977_c0_seq1.p1, Ssid_262756_c0_seq5.p1"
OG0000310,
OG0000311,"Ssid_240611_c0_seq2.p1, Ssid_253554_c0_seq1.p1"
OG0000312,"Ssid_214695_c0_seq1.p1, Ssid_240680_c0_seq1.p1, Ssid_253472_c0_seq2.p1, Ssid_334617_c0_seq1.p1"
OG0000313,
OG0000314,
OG0000315,Ssid_186979_c0_seq1.p1
OG0000316,"Ssid_245427_c1_seq2.p1, Ssid_255709_c1_seq42.p1, Ssid_260816_c0_seq1.p1"
OG0000317,"Ssid_182153_c0_seq1.p1, Ssid_232077_c0_seq2.p1, Ssid_252259_c0_seq1.p1"
OG0000318,"Ssid_133329_c0_seq1.p1, Ssid_158770_c0_seq1.p1, Ssid_229205_c0_seq1.p1, Ssid_246155_c0_seq1.p1, Ssid_246413_c0_seq1.p1, Ssid_250408_c1_seq14.p1, Ssid_261645_c1_seq7.p2, Ssid_340991_c0_seq1.p1, Ssid_356626_c0_seq1.p1, Ssid_371253_c0_seq1.p1, Ssid_377577_c0_seq1.p1, Ssid_60581_c0_seq1.p1, Ssid_70045_c0_seq1.p1"
OG0000319,"Ssid_130031_c0_seq1.p1, Ssid_244433_c0_seq1.p1, Ssid_261940_c0_seq3.p1"
OG0000320,
OG0000321,"Ssid_144191_c0_seq1.p1, Ssid_228115_c0_seq1.p1, Ssid_228471_c0_seq2.p1, Ssid_243340_c0_seq1.p1, Ssid_254282_c0_seq1.p1, Ssid_254300_c0_seq1.p1, Ssid_256423_c0_seq1.p1, Ssid_258815_c1_seq5.p1, Ssid_262140_c0_seq2.p2, Ssid_357284_c0_seq1.p1"
OG0000322,"Ssid_183075_c0_seq1.p1, Ssid_223071_c0_seq1.p1, Ssid_257281_c0_seq2.p1, Ssid_258739_c0_seq1.p1"
OG0000323,"Ssid_245195_c0_seq4.p1, Ssid_247642_c0_seq8.p1, Ssid_249635_c0_seq3.p1"
OG0000324,"Ssid_250366_c0_seq12.p1, Ssid_250366_c0_seq12.p2, Ssid_251403_c0_seq1.p1, Ssid_251403_c1_seq1.p1, Ssid_263138_c1_seq3.p1"
OG0000325,"Ssid_249602_c0_seq1.p1, Ssid_262013_c1_seq7.p1"
OG0000326,"Ssid_222570_c0_seq1.p1, Ssid_257289_c0_seq1.p2, Ssid_260132_c0_seq1.p1, Ssid_261738_c0_seq1.p1, Ssid_263025_c0_seq2.p2, Ssid_263287_c0_seq3.p2"
OG0000327,"Ssid_139288_c0_seq1.p1, Ssid_234445_c0_seq1.p1, Ssid_251877_c0_seq21.p1, Ssid_259040_c0_seq17.p1"
OG0000328,"Ssid_20192_c0_seq1.p1, Ssid_239546_c0_seq1.p1, Ssid_258076_c0_seq1.p1, Ssid_263000_c1_seq1.p1, Ssid_263537_c0_seq1.p1"
OG0000329,
OG0000330,"Ssid_239122_c0_seq1.p1, Ssid_263078_c0_seq5.p1"
OG0000331,"Ssid_226444_c0_seq1.p1, Ssid_258912_c0_seq1.p1"
OG0000332,"Ssid_240169_c0_seq1.p1, Ssid_244413_c0_seq2.p1, Ssid_263747_c0_seq1.p1"
OG0000333,"Ssid_101170_c0_seq1.p1, Ssid_241820_c0_seq1.p1, Ssid_251450_c0_seq5.p1, Ssid_346962_c0_seq1.p1"
OG0000334,"Ssid_166858_c0_seq1.p1, Ssid_213197_c0_seq2.p1, Ssid_256969_c0_seq32.p1, Ssid_256969_c0_seq32.p2"
OG0000335,
OG0000336,"Ssid_260870_c0_seq5.p1, Ssid_261267_c2_seq3.p1, Ssid_261810_c2_seq1.p1, Ssid_263287_c0_seq3.p1, Ssid_263392_c0_seq1.p1, Ssid_263778_c1_seq4.p1"
OG0000337,"Ssid_255859_c0_seq2.p1, Ssid_263584_c0_seq2.p1, Ssid_263795_c0_seq1.p1"
OG0000338,Ssid_249108_c0_seq9.p1
OG0000339,
OG0000340,
OG0000341,"Ssid_157931_c0_seq1.p1, Ssid_160685_c0_seq1.p1"
OG0000342,Ssid_281897_c0_seq1.p1
OG0000343,
OG0000344,
OG0000345,
OG0000346,"Ssid_241269_c0_seq9.p1, Ssid_90549_c0_seq1.p1"
OG0000347,
OG0000348,"Ssid_218586_c0_seq1.p1, Ssid_219363_c0_seq2.p1, Ssid_238360_c0_seq1.p1, Ssid_259309_c0_seq1.p1"
OG0000349,Ssid_248786_c0_seq3.p1
OG0000350,"Ssid_220850_c0_seq1.p1, Ssid_249615_c0_seq10.p2, Ssid_249615_c0_seq10.p4, Ssid_253704_c1_seq2.p1, Ssid_260176_c0_seq3.p1, Ssid_260272_c0_seq16.p1, Ssid_263267_c0_seq5.p1, Ssid_317772_c0_seq1.p1"
OG0000351,Ssid_250296_c0_seq1.p1
OG0000352,"Ssid_110110_c0_seq1.p1, Ssid_299024_c0_seq1.p1, Ssid_59245_c0_seq2.p1"
OG0000353,
OG0000354,Ssid_250083_c0_seq2.p1
OG0000355,Ssid_197920_c0_seq1.p1
OG0000356,"Ssid_163223_c0_seq2.p1, Ssid_206278_c0_seq1.p1, Ssid_260028_c3_seq6.p1, Ssid_262889_c0_seq2.p1, Ssid_263613_c0_seq1.p2, Ssid_263796_c0_seq2.p1"
OG0000357,"Ssid_246188_c0_seq6.p1, Ssid_257249_c0_seq7.p2"
OG0000358,Ssid_237285_c0_seq3.p1
OG0000359,
OG0000360,"Ssid_228149_c0_seq1.p1, Ssid_250519_c0_seq1.p1, Ssid_257373_c1_seq1.p1"
OG0000361,
OG0000362,"Ssid_255165_c0_seq1.p1, Ssid_263310_c0_seq1.p1, Ssid_275720_c0_seq1.p1, Ssid_565241_c0_seq1.p1"
OG0000363,"Ssid_245844_c0_seq3.p1, Ssid_246610_c0_seq1.p1, Ssid_260582_c1_seq12.p1"
OG0000364,"Ssid_106873_c0_seq1.p1, Ssid_193640_c0_seq1.p1, Ssid_249748_c0_seq1.p2, Ssid_254861_c0_seq7.p1, Ssid_257612_c0_seq2.p1, Ssid_370340_c0_seq1.p1"
OG0000365,"Ssid_246625_c0_seq5.p1, Ssid_258344_c0_seq1.p1"
OG0000366,"Ssid_261498_c1_seq1.p2, Ssid_263634_c0_seq9.p1"
OG0000367,Ssid_246375_c0_seq2.p1
OG0000368,Ssid_251779_c0_seq19.p1
OG0000369,Ssid_248160_c0_seq6.p1
OG0000370,"Ssid_150868_c0_seq1.p1, Ssid_192055_c0_seq1.p1, Ssid_225738_c0_seq1.p1, Ssid_240091_c0_seq1.p1, Ssid_251577_c0_seq10.p1, Ssid_252816_c0_seq1.p1, Ssid_255520_c0_seq1.p1, Ssid_258073_c0_seq2.p1"
OG0000371,"Ssid_375865_c0_seq1.p1, Ssid_469053_c0_seq1.p1"
OG0000372,"Ssid_226678_c0_seq1.p1, Ssid_255139_c0_seq9.p3"
OG0000373,Ssid_241073_c0_seq1.p1
OG0000374,"Ssid_252605_c0_seq2.p1, Ssid_255471_c1_seq3.p1, Ssid_258203_c1_seq2.p1"
OG0000375,"Ssid_242669_c0_seq2.p1, Ssid_250790_c1_seq6.p1, Ssid_257102_c0_seq11.p1, Ssid_257102_c0_seq11.p2, Ssid_261446_c0_seq1.p1"
OG0000376,"Ssid_248264_c0_seq1.p1, Ssid_263700_c0_seq1.p1"
OG0000377,"Ssid_11027_c0_seq1.p1, Ssid_236026_c0_seq7.p1, Ssid_244681_c0_seq1.p1, Ssid_247229_c0_seq1.p1, Ssid_260310_c0_seq1.p1"
OG0000378,"Ssid_118014_c0_seq1.p1, Ssid_230747_c0_seq6.p1, Ssid_230747_c0_seq6.p2, Ssid_245963_c0_seq7.p1, Ssid_245963_c0_seq7.p3, Ssid_247206_c0_seq8.p1, Ssid_256134_c0_seq4.p1, Ssid_256253_c0_seq6.p1, Ssid_262357_c0_seq2.p1, Ssid_263720_c0_seq1.p1, Ssid_97300_c0_seq1.p1"
OG0000379,"Ssid_236247_c0_seq3.p1, Ssid_238180_c0_seq4.p1, Ssid_250864_c1_seq3.p1, Ssid_291219_c0_seq1.p1"
OG0000380,"Ssid_255394_c0_seq2.p1, Ssid_256916_c0_seq1.p1, Ssid_257551_c0_seq1.p3, Ssid_263568_c0_seq2.p1"
OG0000381,Ssid_258128_c1_seq4.p1
OG0000382,
OG0000383,"Ssid_260502_c0_seq1.p1, Ssid_262847_c0_seq1.p1"
OG0000384,
OG0000385,"Ssid_245492_c0_seq1.p1, Ssid_249488_c3_seq3.p1, Ssid_254711_c0_seq2.p1"
OG0000386,"Ssid_128548_c0_seq1.p1, Ssid_205827_c0_seq1.p1, Ssid_261223_c0_seq1.p1, Ssid_262096_c0_seq1.p2, Ssid_263391_c0_seq1.p1, Ssid_406672_c0_seq1.p1"
OG0000387,"Ssid_248370_c0_seq3.p1, Ssid_258588_c1_seq12.p1, Ssid_258588_c1_seq12.p2, Ssid_331943_c0_seq1.p1, Ssid_415746_c0_seq1.p1, Ssid_96204_c0_seq1.p1"
OG0000388,"Ssid_251636_c0_seq2.p1, Ssid_257501_c0_seq1.p1"
OG0000389,"Ssid_198975_c0_seq1.p1, Ssid_214868_c0_seq1.p1, Ssid_259817_c0_seq4.p1"
OG0000390,"Ssid_151116_c0_seq1.p1, Ssid_231626_c0_seq1.p1, Ssid_255524_c1_seq1.p1"
OG0000391,Ssid_263824_c0_seq2.p1
OG0000392,Ssid_253606_c0_seq1.p1
OG0000393,"Ssid_234841_c0_seq2.p1, Ssid_239023_c0_seq1.p1, Ssid_240072_c0_seq3.p1, Ssid_252734_c0_seq2.p1, Ssid_3045_c0_seq1.p1"
OG0000394,"Ssid_259613_c0_seq3.p1, Ssid_262128_c1_seq1.p1"
OG0000395,"Ssid_229434_c0_seq1.p2, Ssid_257926_c0_seq5.p2"
OG0000396,
OG0000397,
OG0000398,"Ssid_112258_c0_seq1.p1, Ssid_282292_c0_seq1.p1"
OG0000399,Ssid_326442_c0_seq1.p1
OG0000400,"Ssid_111430_c0_seq1.p1, Ssid_221798_c0_seq2.p1, Ssid_254637_c0_seq3.p1"
OG0000401,"Ssid_240672_c0_seq1.p1, Ssid_243106_c0_seq1.p2, Ssid_251613_c0_seq1.p1, Ssid_260630_c0_seq1.p1, Ssid_263122_c1_seq1.p1"
OG0000402,
OG0000403,"Ssid_240811_c0_seq2.p1, Ssid_240811_c0_seq2.p2, Ssid_240811_c0_seq2.p4, Ssid_262364_c0_seq2.p1, Ssid_319332_c0_seq1.p1, Ssid_387620_c0_seq1.p1"
OG0000404,"Ssid_257538_c0_seq1.p1, Ssid_262837_c0_seq1.p2"
OG0000405,"Ssid_219496_c0_seq2.p1, Ssid_226290_c0_seq1.p1"
OG0000406,"Ssid_202433_c0_seq3.p1, Ssid_240322_c1_seq5.p1, Ssid_247510_c0_seq1.p1"
OG0000407,
OG0000408,Ssid_262714_c0_seq6.p1
OG0000409,"Ssid_251298_c0_seq2.p2, Ssid_252170_c0_seq30.p2, Ssid_263721_c0_seq4.p4"
OG0000410,"Ssid_206820_c0_seq1.p1, Ssid_242551_c0_seq1.p1, Ssid_248473_c0_seq6.p1"
OG0000411,"Ssid_253632_c0_seq10.p3, Ssid_254484_c0_seq24.p2"
OG0000412,
OG0000413,Ssid_259778_c0_seq4.p1
OG0000414,
OG0000415,"Ssid_236581_c0_seq1.p2, Ssid_260293_c0_seq21.p4"
OG0000416,
OG0000417,
OG0000418,
OG0000419,Ssid_225867_c0_seq2.p1
OG0000420,
OG0000421,"Ssid_124175_c0_seq1.p1, Ssid_245721_c0_seq2.p1, Ssid_256802_c0_seq4.p1"
OG0000422,"Ssid_257779_c0_seq2.p1, Ssid_257779_c0_seq2.p2"
OG0000423,"Ssid_248163_c0_seq4.p1, Ssid_248163_c0_seq4.p2, Ssid_261275_c0_seq1.p1"
OG0000424,"Ssid_230988_c0_seq1.p1, Ssid_255783_c1_seq1.p1, Ssid_259377_c0_seq1.p1, Ssid_29040_c0_seq1.p1"
OG0000425,"Ssid_260061_c0_seq8.p1, Ssid_262762_c1_seq1.p1, Ssid_262837_c0_seq1.p1"
OG0000426,
OG0000427,
OG0000428,"Ssid_253634_c0_seq2.p1, Ssid_263813_c0_seq1.p1"
OG0000429,"Ssid_207875_c0_seq1.p1, Ssid_252869_c0_seq1.p1, Ssid_254162_c0_seq3.p1, Ssid_262823_c0_seq1.p1"
OG0000430,"Ssid_254800_c0_seq3.p1, Ssid_254800_c0_seq3.p2, Ssid_255111_c1_seq2.p1, Ssid_255111_c1_seq2.p2, Ssid_260897_c0_seq13.p1, Ssid_260897_c0_seq13.p2"
OG0000431,"Ssid_252717_c0_seq4.p1, Ssid_261772_c0_seq3.p1"
OG0000432,"Ssid_220079_c0_seq2.p1, Ssid_242318_c0_seq3.p1, Ssid_242318_c0_seq3.p2, Ssid_244727_c1_seq19.p1, Ssid_262932_c0_seq39.p1, Ssid_263013_c0_seq2.p1, Ssid_263430_c0_seq3.p1"
OG0000433,"Ssid_255680_c0_seq7.p1, Ssid_255680_c0_seq7.p2, Ssid_260075_c0_seq1.p1, Ssid_260075_c1_seq2.p1"
OG0000434,"Ssid_178374_c0_seq1.p1, Ssid_219720_c0_seq1.p1, Ssid_237511_c0_seq4.p1, Ssid_239871_c0_seq1.p1"
OG0000435,"Ssid_187923_c0_seq1.p1, Ssid_220305_c0_seq1.p1"
OG0000436,Ssid_263272_c0_seq4.p1
OG0000437,"Ssid_231701_c0_seq3.p2, Ssid_243556_c1_seq2.p1, Ssid_245972_c0_seq1.p1, Ssid_258515_c0_seq2.p1, Ssid_261092_c0_seq1.p1, Ssid_263593_c0_seq2.p1"
OG0000438,"Ssid_237761_c0_seq6.p1, Ssid_252727_c0_seq2.p1, Ssid_255554_c0_seq5.p1, Ssid_257267_c0_seq1.p1, Ssid_263573_c0_seq4.p1"
OG0000439,
OG0000440,"Ssid_223768_c0_seq1.p1, Ssid_248363_c0_seq5.p1, Ssid_257429_c0_seq1.p3, Ssid_257510_c0_seq1.p1, Ssid_259101_c0_seq1.p1"
OG0000441,
OG0000442,Ssid_249792_c0_seq1.p1
OG0000443,"Ssid_186091_c0_seq1.p1, Ssid_189076_c0_seq1.p1, Ssid_218100_c0_seq1.p1, Ssid_232730_c0_seq1.p1, Ssid_345111_c0_seq1.p1"
OG0000444,"Ssid_147185_c0_seq1.p1, Ssid_403020_c0_seq1.p1, Ssid_94424_c0_seq1.p1"
OG0000445,
OG0000446,"Ssid_174020_c0_seq1.p1, Ssid_219313_c0_seq1.p1, Ssid_237077_c0_seq1.p1, Ssid_250022_c0_seq3.p1, Ssid_253640_c0_seq2.p1, Ssid_257995_c0_seq1.p1, Ssid_257995_c0_seq1.p2, Ssid_370370_c0_seq1.p1, Ssid_79711_c0_seq1.p1"
OG0000447,
OG0000448,
OG0000449,
OG0000450,
OG0000451,"Ssid_157017_c0_seq1.p1, Ssid_84630_c0_seq1.p1"
OG0000452,"Ssid_107673_c0_seq1.p1, Ssid_236656_c0_seq1.p1, Ssid_236656_c0_seq1.p2, Ssid_260674_c1_seq1.p1, Ssid_260674_c1_seq1.p2"
