Orthogroup,Ofav_contig
OG0000228,"XP_020617411.1, XP_020617413.1, XP_020617428.1, XP_020617490.1, XP_020617506.1, XP_020617507.1, XP_020625223.1"
OG0000229,"XP_020601423.1, XP_020609624.1, XP_020609625.1, XP_020617245.1, XP_020618392.1, XP_020619706.1, XP_020630449.1, XP_020630868.1"
OG0000230,"XP_020601724.1, XP_020601725.1, XP_020605569.1, XP_020605658.1, XP_020607729.1, XP_020607730.1, XP_020607733.1, XP_020607735.1, XP_020607738.1, XP_020611317.1, XP_020611322.1, XP_020615233.1, XP_020626821.1, XP_020627872.1, XP_020627874.1, XP_020627876.1, XP_020628017.1"
OG0000231,"XP_020617612.1, XP_020628241.1"
OG0000232,"XP_020600626.1, XP_020600629.1, XP_020604291.1, XP_020613148.1, XP_020632702.1, XP_020632703.1, XP_020632736.1"
OG0000233,"XP_020605191.1, XP_020605193.1, XP_020605194.1, XP_020612387.1, XP_020612394.1, XP_020625382.1, XP_020625388.1"
OG0000234,"XP_020602611.1, XP_020602800.1, XP_020609031.1, XP_020609567.1, XP_020612622.1, XP_020612676.1, XP_020618714.1, XP_020618832.1, XP_020628106.1"
OG0000235,"XP_020620153.1, XP_020623990.1"
OG0000236,"XP_020603534.1, XP_020604181.1, XP_020604265.1, XP_020604368.1, XP_020630410.1, XP_020630411.1, XP_020630426.1"
OG0000237,"XP_020602979.1, XP_020602980.1, XP_020602981.1, XP_020614039.1, XP_020618338.1, XP_020627752.1, XP_020627754.1, XP_020628224.1, XP_020632622.1"
OG0000238,"XP_020609925.1, XP_020616569.1, XP_020617205.1, XP_020617229.1, XP_020629275.1, XP_020631656.1"
OG0000239,"XP_020602507.1, XP_020602509.1, XP_020602512.1, XP_020602515.1, XP_020602517.1, XP_020602544.1, XP_020602546.1, XP_020602547.1, XP_020602549.1, XP_020602557.1, XP_020602575.1, XP_020605025.1, XP_020617148.1"
OG0000240,
OG0000241,"XP_020607918.1, XP_020607950.1"
OG0000242,"XP_020607892.1, XP_020609271.1, XP_020609272.1, XP_020609279.1, XP_020609281.1, XP_020609282.1, XP_020609283.1"
OG0000243,"XP_020603107.1, XP_020621070.1, XP_020628521.1, XP_020631091.1"
OG0000244,"XP_020612092.1, XP_020619363.1, XP_020619372.1, XP_020619374.1, XP_020619406.1, XP_020623501.1, XP_020627328.1, XP_020632391.1, XP_020632392.1, XP_020632451.1, XP_020632466.1"
OG0000245,"XP_020613783.1, XP_020623062.1, XP_020626344.1"
OG0000246,
OG0000247,"XP_020605282.1, XP_020605283.1, XP_020605286.1, XP_020607168.1, XP_020615411.1, XP_020617434.1, XP_020627111.1"
OG0000248,
OG0000249,
OG0000250,"XP_020606997.1, XP_020607067.1, XP_020607069.1, XP_020611142.1, XP_020611512.1"
OG0000251,
OG0000252,
OG0000253,"XP_020600914.1, XP_020602487.1, XP_020602493.1, XP_020614823.1, XP_020614885.1, XP_020616009.1, XP_020631300.1"
OG0000254,XP_020632846.1
OG0000255,XP_020627809.1
OG0000256,"XP_020621039.1, XP_020621041.1, XP_020621062.1, XP_020621083.1, XP_020621084.1, XP_020621097.1, XP_020621101.1, XP_020621102.1"
OG0000257,"XP_020606534.1, XP_020612461.1, XP_020627717.1, XP_020629609.1"
OG0000258,"XP_020600968.1, XP_020604568.1, XP_020604571.1, XP_020612658.1"
OG0000259,"XP_020605512.1, XP_020605513.1, XP_020630140.1, XP_020630143.1, XP_020630179.1, XP_020630180.1, XP_020630220.1"
OG0000260,"XP_020612043.1, XP_020612044.1, XP_020612047.1, XP_020614721.1, XP_020629231.1"
OG0000261,"XP_020612105.1, XP_020612114.1, XP_020612122.1, XP_020612170.1, XP_020612171.1, XP_020612172.1, XP_020612173.1"
OG0000262,"XP_020605804.1, XP_020616663.1, XP_020617118.1"
OG0000263,
OG0000264,"XP_020609267.1, XP_020621437.1"
OG0000265,
OG0000266,
OG0000267,"XP_020601431.1, XP_020612217.1"
OG0000268,"XP_020607831.1, XP_020609817.1"
OG0000269,"XP_020601045.1, XP_020620607.1"
OG0000270,XP_020610976.1
OG0000271,"XP_020601156.1, XP_020607916.1, XP_020630870.1, XP_020630873.1, XP_020630883.1"
OG0000272,"XP_020631298.1, XP_020631359.1"
OG0000273,"XP_020611789.1, XP_020618018.1, XP_020625373.1"
OG0000274,"XP_020609823.1, XP_020609824.1, XP_020609942.1, XP_020619856.1, XP_020619879.1, XP_020624094.1, XP_020624103.1, XP_020625612.1, XP_020625624.1, XP_020625635.1"
OG0000275,"XP_020614044.1, XP_020622717.1, XP_020622736.1, XP_020622854.1, XP_020623794.1, XP_020623813.1, XP_020626190.1"
OG0000276,"XP_020602135.1, XP_020603686.1, XP_020606575.1, XP_020618385.1, XP_020626313.1"
OG0000277,XP_020613983.1
OG0000278,"XP_020619412.1, XP_020619415.1"
OG0000279,"XP_020607287.1, XP_020611728.1, XP_020622005.1, XP_020632606.1, XP_020632639.1"
OG0000280,"XP_020628534.1, XP_020631390.1, XP_020631392.1, XP_020631393.1, XP_020631476.1"
OG0000281,
OG0000282,"XP_020606273.1, XP_020606467.1, XP_020617592.1"
OG0000283,"XP_020610814.1, XP_020610868.1, XP_020610876.1, XP_020610882.1, XP_020615156.1, XP_020615167.1"
OG0000284,"XP_020619638.1, XP_020619646.1, XP_020619647.1, XP_020619649.1, XP_020619722.1"
OG0000285,"XP_020604708.1, XP_020615574.1, XP_020624601.1, XP_020624602.1"
OG0000286,
OG0000287,
OG0000288,XP_020619376.1
OG0000289,
OG0000290,"XP_020604356.1, XP_020616733.1, XP_020619804.1, XP_020627131.1, XP_020627590.1"
OG0000291,"XP_020611683.1, XP_020611686.1, XP_020611687.1"
OG0000292,"XP_020600964.1, XP_020607555.1, XP_020628501.1, XP_020628697.1"
OG0000293,
OG0000294,
OG0000295,"XP_020604753.1, XP_020616903.1, XP_020621175.1, XP_020629634.1, XP_020632429.1, XP_020632433.1, XP_020632434.1, XP_020632435.1, XP_020632438.1, XP_020632439.1, XP_020632443.1, XP_020632444.1, XP_020632778.1"
OG0000296,"XP_020606008.1, XP_020606060.1, XP_020606095.1, XP_020606115.1, XP_020606145.1"
OG0000297,XP_020601815.1
OG0000298,"XP_020601829.1, XP_020601830.1, XP_020617152.1, XP_020617175.1, XP_020617179.1, XP_020624118.1"
OG0000299,"XP_020600823.1, XP_020604741.1, XP_020604945.1, XP_020604979.1, XP_020605220.1, XP_020605230.1, XP_020607884.1, XP_020620239.1, XP_020620255.1, XP_020620327.1, XP_020620329.1, XP_020623047.1, XP_020627363.1, XP_020630089.1"
OG0000300,XP_020627539.1
OG0000301,"XP_020608944.1, XP_020621569.1"
OG0000302,"XP_020617539.1, XP_020627852.1"
OG0000303,"XP_020608867.1, XP_020608883.1, XP_020618529.1, XP_020618538.1, XP_020618540.1, XP_020618541.1, XP_020618542.1"
OG0000304,"XP_020604546.1, XP_020604849.1, XP_020617243.1"
OG0000305,"XP_020613580.1, XP_020613583.1, XP_020613807.1, XP_020613827.1, XP_020615560.1, XP_020619274.1, XP_020622282.1, XP_020628200.1"
OG0000306,"XP_020602264.1, XP_020604617.1, XP_020611943.1, XP_020611944.1, XP_020625600.1, XP_020627086.1"
OG0000307,"XP_020619160.1, XP_020619210.1, XP_020619211.1, XP_020619676.1"
OG0000308,"XP_020607279.1, XP_020607290.1, XP_020607495.1, XP_020607514.1, XP_020607535.1, XP_020607553.1, XP_020607577.1, XP_020607697.1"
OG0000309,"XP_020601056.1, XP_020601215.1, XP_020603651.1, XP_020603982.1, XP_020603997.1, XP_020604058.1"
OG0000310,
OG0000311,"XP_020602455.1, XP_020611522.1"
OG0000312,"XP_020602190.1, XP_020602220.1, XP_020613596.1, XP_020613723.1, XP_020613792.1"
OG0000313,
OG0000314,
OG0000315,XP_020629488.1
OG0000316,"XP_020604162.1, XP_020617570.1"
OG0000317,"XP_020611702.1, XP_020612133.1, XP_020625442.1"
OG0000318,XP_020607315.1
OG0000319,XP_020621174.1
OG0000320,"XP_020610284.1, XP_020610299.1, XP_020610315.1, XP_020619345.1, XP_020619347.1"
OG0000321,"XP_020601467.1, XP_020616580.1, XP_020616785.1"
OG0000322,"XP_020608923.1, XP_020623052.1"
OG0000323,"XP_020602908.1, XP_020605454.1, XP_020611449.1, XP_020632619.1"
OG0000324,"XP_020602302.1, XP_020630114.1"
OG0000325,"XP_020613659.1, XP_020618457.1"
OG0000326,"XP_020617535.1, XP_020629490.1, XP_020630958.1, XP_020631342.1"
OG0000327,"XP_020612310.1, XP_020619780.1, XP_020626920.1"
OG0000328,"XP_020610094.1, XP_020610095.1, XP_020610149.1, XP_020629335.1"
OG0000329,"XP_020605807.1, XP_020605808.1, XP_020605810.1, XP_020614929.1, XP_020616647.1, XP_020622568.1, XP_020622571.1"
OG0000330,"XP_020601194.1, XP_020601196.1, XP_020601198.1, XP_020627411.1"
OG0000331,XP_020622134.1
OG0000332,"XP_020603428.1, XP_020604360.1"
OG0000333,"XP_020605829.1, XP_020605845.1, XP_020605849.1, XP_020605853.1, XP_020605865.1, XP_020612488.1"
OG0000334,"XP_020620956.1, XP_020621727.1, XP_020629509.1"
OG0000335,"XP_020602982.1, XP_020603073.1, XP_020606728.1, XP_020606755.1, XP_020606853.1, XP_020606864.1, XP_020607690.1, XP_020613059.1, XP_020614320.1, XP_020614395.1, XP_020614466.1, XP_020614497.1, XP_020617314.1, XP_020623385.1, XP_020623386.1, XP_020623616.1, XP_020626496.1, XP_020628513.1"
OG0000336,XP_020628013.1
OG0000337,"XP_020623711.1, XP_020623773.1, XP_020623864.1, XP_020623866.1, XP_020623867.1"
OG0000338,"XP_020602608.1, XP_020625320.1"
OG0000339,"XP_020613756.1, XP_020613757.1, XP_020613759.1, XP_020613760.1, XP_020628844.1"
OG0000340,
OG0000341,
OG0000342,
OG0000343,
OG0000344,
OG0000345,
OG0000346,
OG0000347,
OG0000348,"XP_020613140.1, XP_020614539.1, XP_020614743.1"
OG0000349,"XP_020614987.1, XP_020620381.1, XP_020629825.1, XP_020629899.1, XP_020631403.1"
OG0000350,"XP_020605312.1, XP_020611992.1, XP_020626342.1"
OG0000351,"XP_020603787.1, XP_020630077.1"
OG0000352,
OG0000353,"XP_020605046.1, XP_020605047.1, XP_020605050.1, XP_020624476.1, XP_020632134.1"
OG0000354,
OG0000355,"XP_020612555.1, XP_020614534.1, XP_020615112.1, XP_020615113.1, XP_020616778.1, XP_020621230.1, XP_020625399.1"
OG0000356,"XP_020619411.1, XP_020624599.1, XP_020628022.1"
OG0000357,"XP_020606535.1, XP_020606547.1, XP_020615018.1, XP_020615038.1, XP_020618268.1, XP_020625361.1"
OG0000358,"XP_020630451.1, XP_020630452.1, XP_020630472.1, XP_020630474.1"
OG0000359,
OG0000360,"XP_020615010.1, XP_020620169.1, XP_020632747.1, XP_020632748.1"
OG0000361,"XP_020615238.1, XP_020615253.1, XP_020617805.1, XP_020622853.1, XP_020629105.1, XP_020629117.1, XP_020629119.1, XP_020629121.1, XP_020632700.1"
OG0000362,"XP_020610524.1, XP_020611623.1, XP_020621179.1"
OG0000363,"XP_020615967.1, XP_020619185.1, XP_020619200.1, XP_020619216.1, XP_020628811.1, XP_020629193.1"
OG0000364,"XP_020623693.1, XP_020625817.1"
OG0000365,"XP_020618403.1, XP_020618547.1"
OG0000366,"XP_020605363.1, XP_020605366.1, XP_020605378.1, XP_020605379.1, XP_020605382.1, XP_020605392.1, XP_020605425.1, XP_020605431.1, XP_020605437.1"
OG0000367,"XP_020608621.1, XP_020608628.1, XP_020614314.1, XP_020614692.1, XP_020614702.1, XP_020615650.1, XP_020615652.1, XP_020625533.1, XP_020632752.1"
OG0000368,"XP_020617768.1, XP_020618771.1, XP_020624687.1, XP_020624692.1, XP_020624700.1, XP_020624744.1, XP_020624745.1, XP_020624746.1, XP_020624747.1, XP_020624751.1, XP_020624754.1"
OG0000369,"XP_020630083.1, XP_020630099.1, XP_020630103.1, XP_020630104.1"
OG0000370,XP_020602710.1
OG0000371,"XP_020617975.1, XP_020619620.1"
OG0000372,"XP_020622654.1, XP_020622657.1, XP_020622692.1, XP_020622728.1, XP_020622730.1, XP_020626200.1, XP_020628422.1"
OG0000373,"XP_020603950.1, XP_020609365.1, XP_020609778.1, XP_020616664.1, XP_020617749.1, XP_020618025.1, XP_020624218.1, XP_020624219.1"
OG0000374,"XP_020604716.1, XP_020608607.1, XP_020620549.1, XP_020624717.1, XP_020629092.1"
OG0000375,"XP_020607468.1, XP_020622504.1, XP_020624658.1, XP_020624659.1, XP_020624660.1, XP_020624661.1, XP_020624793.1"
OG0000376,"XP_020602811.1, XP_020616940.1, XP_020617107.1, XP_020620237.1, XP_020620275.1, XP_020620276.1"
OG0000377,"XP_020615318.1, XP_020617023.1, XP_020617303.1, XP_020617384.1, XP_020617414.1, XP_020617473.1, XP_020617509.1"
OG0000378,"XP_020619118.1, XP_020624359.1"
OG0000379,"XP_020601142.1, XP_020609392.1, XP_020620967.1"
OG0000380,XP_020611283.1
OG0000381,"XP_020614169.1, XP_020614171.1, XP_020614174.1, XP_020614175.1, XP_020614226.1, XP_020614253.1, XP_020614343.1, XP_020614345.1, XP_020614347.1"
OG0000382,
OG0000383,"XP_020602948.1, XP_020612813.1, XP_020612922.1"
OG0000384,
OG0000385,"XP_020612201.1, XP_020617013.1"
OG0000386,"XP_020604001.1, XP_020617540.1, XP_020617948.1"
OG0000387,"XP_020609097.1, XP_020609101.1"
OG0000388,"XP_020615477.1, XP_020623262.1, XP_020623263.1, XP_020629565.1"
OG0000389,"XP_020602326.1, XP_020602396.1, XP_020603527.1"
OG0000390,"XP_020608029.1, XP_020632485.1"
OG0000391,
OG0000392,"XP_020605308.1, XP_020612541.1"
OG0000393,"XP_020613786.1, XP_020613941.1, XP_020621297.1, XP_020626481.1, XP_020626494.1"
OG0000394,"XP_020607986.1, XP_020618454.1, XP_020618462.1, XP_020618489.1"
OG0000395,
OG0000396,"XP_020619575.1, XP_020619602.1"
OG0000397,"XP_020602922.1, XP_020602944.1, XP_020604093.1, XP_020628204.1"
OG0000398,
OG0000399,
OG0000400,
OG0000401,"XP_020601490.1, XP_020602420.1, XP_020620129.1"
OG0000402,"XP_020612153.1, XP_020617259.1, XP_020619255.1, XP_020623187.1, XP_020624374.1, XP_020624389.1, XP_020626518.1, XP_020626640.1, XP_020629375.1"
OG0000403,XP_020608310.1
OG0000404,
OG0000405,"XP_020603574.1, XP_020604203.1, XP_020613007.1, XP_020613088.1, XP_020613089.1"
OG0000406,"XP_020602233.1, XP_020602235.1, XP_020602236.1, XP_020602249.1, XP_020602253.1, XP_020620107.1, XP_020626567.1"
OG0000407,"XP_020616467.1, XP_020623035.1, XP_020623039.1, XP_020623042.1, XP_020624550.1, XP_020624551.1, XP_020624567.1"
OG0000408,XP_020615775.1
OG0000409,XP_020605204.1
OG0000410,"XP_020614067.1, XP_020614077.1"
OG0000411,XP_020614649.1
OG0000412,
OG0000413,"XP_020604692.1, XP_020626727.1"
OG0000414,"XP_020606980.1, XP_020627787.1, XP_020627788.1, XP_020628611.1"
OG0000415,"XP_020607268.1, XP_020611837.1, XP_020626168.1, XP_020631349.1"
OG0000416,"XP_020623987.1, XP_020624006.1, XP_020624007.1, XP_020629513.1"
OG0000417,"XP_020605022.1, XP_020610689.1"
OG0000418,"XP_020605662.1, XP_020610248.1, XP_020625069.1, XP_020626152.1"
OG0000419,XP_020604998.1
OG0000420,
OG0000421,"XP_020624684.1, XP_020624729.1, XP_020627248.1, XP_020627261.1, XP_020627262.1"
OG0000422,"XP_020608052.1, XP_020608062.1, XP_020608064.1, XP_020608074.1, XP_020608078.1, XP_020608113.1, XP_020608154.1"
OG0000423,"XP_020627441.1, XP_020627442.1"
OG0000424,"XP_020600674.1, XP_020623446.1, XP_020623524.1"
OG0000425,"XP_020608320.1, XP_020616649.1"
OG0000426,"XP_020608859.1, XP_020608861.1, XP_020613640.1, XP_020613705.1"
OG0000427,"XP_020605466.1, XP_020617561.1, XP_020617564.1, XP_020617571.1, XP_020630194.1, XP_020631736.1"
OG0000428,
OG0000429,"XP_020612705.1, XP_020612728.1, XP_020625544.1"
OG0000430,"XP_020618122.1, XP_020618153.1, XP_020618194.1, XP_020618351.1"
OG0000431,"XP_020627726.1, XP_020627737.1, XP_020627782.1, XP_020628083.1"
OG0000432,"XP_020619678.1, XP_020626214.1"
OG0000433,"XP_020600921.1, XP_020601509.1, XP_020601524.1"
OG0000434,"XP_020603683.1, XP_020605136.1, XP_020605148.1, XP_020611358.1, XP_020624392.1"
OG0000435,"XP_020630593.1, XP_020630608.1, XP_020630609.1, XP_020630620.1, XP_020630672.1, XP_020630719.1"
OG0000436,"XP_020603402.1, XP_020603424.1, XP_020603435.1, XP_020612264.1, XP_020623641.1"
OG0000437,XP_020618503.1
OG0000438,"XP_020613211.1, XP_020613216.1, XP_020613285.1, XP_020613287.1"
OG0000439,"XP_020603119.1, XP_020627172.1, XP_020631340.1, XP_020631355.1"
OG0000440,"XP_020607473.1, XP_020612065.1"
OG0000441,"XP_020609639.1, XP_020611601.1, XP_020621204.1, XP_020621234.1"
OG0000442,"XP_020609363.1, XP_020617755.1, XP_020617762.1, XP_020617782.1, XP_020617810.1, XP_020617811.1, XP_020617849.1, XP_020617853.1, XP_020617865.1"
OG0000443,"XP_020601758.1, XP_020601761.1, XP_020601762.1, XP_020601765.1, XP_020601768.1, XP_020601793.1"
OG0000444,XP_020625556.1
OG0000445,XP_020602240.1
OG0000446,"XP_020612938.1, XP_020617251.1"
OG0000447,"XP_020600618.1, XP_020610950.1, XP_020612939.1, XP_020618812.1, XP_020630251.1, XP_020630254.1, XP_020630255.1, XP_020630257.1, XP_020630266.1, XP_020630267.1, XP_020630289.1, XP_020630294.1, XP_020630309.1, XP_020630350.1, XP_020630370.1, XP_020630379.1"
OG0000448,"XP_020612559.1, XP_020612563.1, XP_020613401.1, XP_020624069.1, XP_020624070.1, XP_020626262.1, XP_020628776.1, XP_020628777.1, XP_020628782.1, XP_020631015.1"
OG0000449,
OG0000450,
OG0000451,"XP_020611048.1, XP_020618492.1"
OG0000452,"XP_020603381.1, XP_020623795.1"
OG0000453,
OG0000454,XP_020605300.1
OG0000455,
OG0000456,
OG0000457,
OG0000458,
OG0000459,"XP_020608943.1, XP_020608980.1, XP_020608987.1, XP_020608989.1, XP_020609089.1"
OG0000460,XP_020625411.1
OG0000461,"XP_020626970.1, XP_020627676.1, XP_020627689.1"
OG0000462,"XP_020603339.1, XP_020603368.1, XP_020603384.1, XP_020605509.1, XP_020615728.1, XP_020617978.1, XP_020627728.1, XP_020631307.1, XP_020631344.1"
OG0000463,
OG0000464,XP_020603617.1
OG0000465,
OG0000466,"XP_020606840.1, XP_020620922.1, XP_020621868.1, XP_020621932.1"
OG0000467,
OG0000468,"XP_020614430.1, XP_020614488.1"
OG0000469,"XP_020604597.1, XP_020604606.1, XP_020624427.1, XP_020624429.1"
OG0000470,XP_020622076.1
OG0000471,"XP_020626084.1, XP_020626085.1, XP_020626855.1, XP_020626856.1, XP_020626857.1, XP_020626858.1, XP_020626905.1"
OG0000472,"XP_020601366.1, XP_020601814.1, XP_020628564.1"
OG0000473,"XP_020602955.1, XP_020602956.1, XP_020603079.1, XP_020614572.1, XP_020614725.1"
OG0000474,
OG0000475,"XP_020612205.1, XP_020612213.1, XP_020612296.1, XP_020612349.1, XP_020612428.1, XP_020612475.1, XP_020619478.1, XP_020619479.1"
OG0000476,
OG0000477,"XP_020628335.1, XP_020628343.1"
OG0000478,"XP_020600448.1, XP_020617872.1, XP_020628942.1"
OG0000479,"XP_020630417.1, XP_020630418.1, XP_020630424.1, XP_020630453.1, XP_020630455.1, XP_020630523.1, XP_020630524.1"
OG0000480,"XP_020606184.1, XP_020624413.1, XP_020625581.1"
OG0000481,"XP_020601286.1, XP_020610790.1, XP_020618010.1, XP_020628089.1, XP_020628090.1, XP_020628231.1"
OG0000482,"XP_020601838.1, XP_020605102.1, XP_020614197.1, XP_020631539.1"
OG0000483,"XP_020601454.1, XP_020608249.1, XP_020612051.1, XP_020612086.1, XP_020618618.1, XP_020619960.1, XP_020619964.1, XP_020625785.1, XP_020625793.1"
OG0000484,"XP_020615356.1, XP_020615358.1, XP_020615365.1, XP_020615366.1, XP_020615367.1, XP_020615373.1, XP_020615374.1, XP_020626418.1"
OG0000485,
OG0000486,"XP_020600468.1, XP_020600469.1, XP_020604723.1, XP_020609252.1, XP_020609254.1, XP_020629656.1"
OG0000487,"XP_020605370.1, XP_020605372.1, XP_020605402.1, XP_020623283.1"
OG0000488,"XP_020604875.1, XP_020605133.1, XP_020622435.1"
OG0000489,"XP_020602939.1, XP_020609879.1, XP_020629872.1, XP_020629927.1"
OG0000490,XP_020623051.1
OG0000491,XP_020607838.1
OG0000492,"XP_020600687.1, XP_020600703.1, XP_020600734.1"
OG0000493,"XP_020606468.1, XP_020612714.1"
OG0000494,"XP_020604819.1, XP_020622188.1"
OG0000495,XP_020624113.1
OG0000496,"XP_020604502.1, XP_020619427.1, XP_020628799.1"
OG0000497,"XP_020609571.1, XP_020609592.1, XP_020617464.1, XP_020618758.1"
OG0000498,"XP_020601033.1, XP_020606055.1, XP_020622145.1, XP_020626961.1, XP_020626963.1, XP_020627542.1, XP_020627759.1"
OG0000499,"XP_020618994.1, XP_020624822.1"
OG0000500,"XP_020614913.1, XP_020616493.1, XP_020616505.1, XP_020630787.1, XP_020630861.1"
OG0000501,
OG0000502,XP_020616813.1
OG0000503,"XP_020607857.1, XP_020619275.1, XP_020619278.1, XP_020630226.1, XP_020630229.1, XP_020630230.1, XP_020630238.1, XP_020630239.1, XP_020630241.1, XP_020630247.1, XP_020630248.1"
OG0000504,"XP_020616413.1, XP_020617649.1, XP_020632793.1"
OG0000505,"XP_020602573.1, XP_020602583.1, XP_020619513.1, XP_020620698.1, XP_020620863.1, XP_020624125.1, XP_020629365.1, XP_020630307.1, XP_020630528.1, XP_020630637.1"
OG0000506,"XP_020608174.1, XP_020608175.1, XP_020608178.1, XP_020608179.1, XP_020608197.1, XP_020608979.1, XP_020609027.1, XP_020609077.1, XP_020609117.1, XP_020621047.1, XP_020627707.1, XP_020627710.1"
OG0000507,
OG0000508,
OG0000509,
OG0000510,XP_020617442.1
OG0000511,"XP_020613128.1, XP_020613135.1, XP_020613165.1, XP_020629146.1, XP_020632858.1"
OG0000512,XP_020615846.1
OG0000513,"XP_020609247.1, XP_020622265.1"
OG0000514,
OG0000515,
OG0000516,
OG0000517,"XP_020606664.1, XP_020606668.1, XP_020606669.1, XP_020606670.1, XP_020606671.1, XP_020606683.1, XP_020606684.1, XP_020606685.1"
OG0000518,
OG0000519,
OG0000520,
OG0000521,XP_020629314.1
OG0000522,XP_020612910.1
OG0000523,"XP_020605045.1, XP_020614117.1, XP_020624918.1"
OG0000524,
OG0000525,"XP_020607316.1, XP_020612542.1, XP_020612544.1"
OG0000526,
OG0000527,XP_020606844.1
OG0000528,
OG0000529,"XP_020607218.1, XP_020617181.1, XP_020624334.1"
OG0000530,
OG0000531,
OG0000532,"XP_020609105.1, XP_020623909.1"
OG0000533,"XP_020605429.1, XP_020611061.1"
OG0000534,"XP_020602133.1, XP_020613435.1"
OG0000535,"XP_020603346.1, XP_020616462.1, XP_020626672.1"
OG0000536,"XP_020602873.1, XP_020618396.1, XP_020623663.1"
OG0000537,
OG0000538,
OG0000539,"XP_020620538.1, XP_020624596.1, XP_020628288.1"
OG0000540,"XP_020613129.1, XP_020613161.1"
OG0000541,"XP_020615553.1, XP_020616793.1, XP_020625155.1"
OG0000542,"XP_020611548.1, XP_020611580.1, XP_020611582.1"
OG0000543,"XP_020605659.1, XP_020605666.1, XP_020605667.1, XP_020615114.1"
