Orthogroup,Mcav_No_isos
OG0000028,"Mcav_11793_c1_g1_i1.p1, Mcav_12031_c5_g1_i1.p1, Mcav_14299_c0_g1_i1.p1, Mcav_15364_c0_g1_i1.p1, Mcav_1626_c1_g1_i1.p1, Mcav_2165_c6_g1_i1.p1, Mcav_21785_c8_g1_i1.p1, Mcav_22261_c0_g1_i1.p1, Mcav_22273_c0_g1_i1.p1, Mcav_22425_c0_g1_i1.p1, Mcav_24148_c1_g1_i1.p1, Mcav_24377_c0_g1_i1.p1, Mcav_25640_c13_g1_i1.p3, Mcav_25640_c7_g1_i1.p1, Mcav_26681_c0_g1_i1.p1, Mcav_2928_c0_g1_i1.p1, Mcav_29290_c0_g1_i1.p1, Mcav_30137_c0_g1_i1.p1, Mcav_30137_c1_g1_i1.p1, Mcav_30144_c0_g1_i1.p1, Mcav_30586_c0_g1_i1.p1, Mcav_31300_c0_g1_i1.p1, Mcav_34076_c11_g1_i1.p1, Mcav_35156_c0_g1_i1.p1, Mcav_37380_c0_g1_i1.p1, Mcav_37425_c0_g1_i1.p1, Mcav_38775_c0_g2_i1.p1, Mcav_39988_c0_g1_i1.p1, Mcav_40021_c0_g1_i1.p1, Mcav_40021_c0_g1_i1.p2, Mcav_41784_c8_g1_i1.p2, Mcav_41964_c0_g1_i1.p1, Mcav_43527_c0_g1_i1.p1, Mcav_43846_c0_g1_i1.p1, Mcav_43846_c3_g1_i1.p1, Mcav_44423_c0_g1_i1.p1, Mcav_4580_c0_g1_i1.p1, Mcav_46002_c0_g1_i1.p1, Mcav_49229_c43_g3_i1.p1, Mcav_4924_c0_g1_i1.p1, Mcav_51394_c0_g1_i1.p1, Mcav_5170_c0_g1_i1.p1, Mcav_52023_c0_g1_i1.p1, Mcav_54730_c0_g1_i1.p1, Mcav_568_c10_g1_i1.p1, Mcav_58515_c0_g1_i1.p1, Mcav_58515_c1_g1_i1.p1, Mcav_7746_c0_g1_i1.p1, Mcav_822_c0_g1_i1.p1"
OG0000029,"Mcav_11980_c1_g1_i1.p1, Mcav_13257_c5_g1_i2.p1, Mcav_20565_c0_g1_i1.p1, Mcav_21675_c5_g1_i1.p1, Mcav_24302_c0_g1_i1.p1, Mcav_24754_c0_g1_i1.p1, Mcav_25272_c1_g1_i2.p1, Mcav_26649_c0_g1_i1.p1, Mcav_28075_c11_g1_i1.p1, Mcav_29585_c0_g1_i1.p1, Mcav_29585_c1_g1_i1.p1, Mcav_29995_c1_g1_i1.p1, Mcav_30419_c10_g1_i6.p1, Mcav_34046_c0_g1_i1.p1, Mcav_38017_c0_g1_i1.p1, Mcav_38528_c1_g1_i1.p1, Mcav_38727_c14_g1_i1.p1, Mcav_38733_c0_g1_i1.p1, Mcav_40431_c8_g2_i5.p1, Mcav_40442_c1_g1_i1.p1, Mcav_40454_c31_g2_i3.p1, Mcav_40698_c4_g2_i1.p1, Mcav_40715_c0_g1_i1.p1, Mcav_40727_c1_g1_i1.p1, Mcav_40915_c0_g1_i1.p1, Mcav_41663_c0_g1_i1.p1, Mcav_42710_c8_g1_i1.p1, Mcav_42717_c4_g1_i1.p1, Mcav_44804_c0_g1_i3.p1, Mcav_46567_c0_g3_i1.p1, Mcav_46605_c1_g1_i1.p1, Mcav_47477_c17_g1_i2.p1, Mcav_48304_c1_g1_i1.p1, Mcav_51533_c0_g1_i1.p1, Mcav_52282_c24_g4_i2.p1, Mcav_53195_c28_g1_i10.p1, Mcav_55213_c1_g1_i1.p1, Mcav_59578_c2_g1_i1.p1, Mcav_61786_c0_g1_i1.p1, Mcav_6354_c30_g1_i1.p1, Mcav_6445_c2_g1_i1.p1, Mcav_6524_c20_g1_i2.p1, Mcav_8305_c1_g1_i1.p1"
OG0000030,"Mcav_15117_c61_g1_i1.p1, Mcav_15117_c61_g1_i3.p1, Mcav_15117_c75_g1_i1.p1, Mcav_20496_c0_g1_i1.p1, Mcav_22115_c0_g1_i1.p1, Mcav_22115_c1_g1_i1.p1, Mcav_26969_c3_g1_i1.p1, Mcav_26981_c2_g1_i1.p1, Mcav_29615_c0_g1_i1.p1, Mcav_33981_c6_g1_i2.p1, Mcav_36036_c3_g1_i1.p1, Mcav_3688_c17_g1_i1.p1, Mcav_43306_c1_g1_i1.p1, Mcav_45658_c0_g1_i1.p1, Mcav_47185_c0_g1_i1.p1, Mcav_51150_c1_g1_i1.p1, Mcav_59238_c0_g1_i1.p1, Mcav_6573_c0_g1_i1.p1, Mcav_6575_c0_g1_i1.p1, Mcav_9864_c0_g1_i1.p1"
OG0000031,"Mcav_18421_c66_g1_i1.p1, Mcav_28386_c6_g1_i1.p1, Mcav_2911_c0_g1_i2.p1, Mcav_3267_c0_g2_i2.p1, Mcav_33270_c0_g1_i1.p1, Mcav_40763_c0_g1_i1.p1, Mcav_40990_c4_g1_i2.p2, Mcav_57206_c0_g1_i1.p1, Mcav_60284_c0_g1_i1.p1"
OG0000032,Mcav_51721_c10_g1_i1.p1
OG0000033,
OG0000034,"Mcav_1344_c0_g1_i1.p1, Mcav_14432_c0_g1_i1.p1, Mcav_18789_c0_g1_i1.p1, Mcav_2153_c3_g1_i1.p1, Mcav_23140_c11_g1_i1.p1, Mcav_23664_c45_g1_i1.p1, Mcav_24090_c1_g1_i1.p1, Mcav_25640_c0_g1_i1.p1, Mcav_27013_c4_g1_i1.p1, Mcav_29477_c1_g1_i1.p1, Mcav_30565_c1_g1_i1.p1, Mcav_32414_c26_g1_i1.p2, Mcav_33753_c6_g2_i1.p3, Mcav_34128_c0_g1_i1.p1, Mcav_35605_c1_g1_i1.p1, Mcav_35609_c0_g1_i1.p1, Mcav_35890_c0_g1_i1.p1, Mcav_39258_c0_g1_i1.p1, Mcav_39572_c0_g1_i1.p1, Mcav_40783_c5_g1_i1.p1, Mcav_42874_c6_g1_i1.p1, Mcav_43919_c0_g2_i1.p1, Mcav_46591_c0_g1_i1.p1, Mcav_51775_c0_g1_i1.p1, Mcav_53312_c0_g1_i1.p1, Mcav_53724_c0_g1_i1.p1, Mcav_53724_c0_g1_i1.p2, Mcav_54378_c1_g1_i1.p1, Mcav_5821_c7_g3_i2.p1, Mcav_58931_c0_g1_i1.p1, Mcav_58931_c0_g1_i1.p2, Mcav_58933_c0_g1_i1.p1, Mcav_6023_c1_g1_i1.p2, Mcav_6038_c0_g1_i1.p1, Mcav_60754_c0_g1_i1.p1, Mcav_9408_c9_g1_i1.p1"
OG0000035,
OG0000036,"Mcav_17407_c0_g1_i1.p1, Mcav_19175_c2_g1_i1.p1, Mcav_46301_c2_g2_i1.p1, Mcav_61532_c82_g1_i1.p1"
OG0000037,"Mcav_12031_c2_g1_i1.p1, Mcav_20594_c0_g1_i1.p1, Mcav_25282_c4_g1_i1.p1, Mcav_29786_c4_g1_i1.p1, Mcav_35034_c2_g1_i1.p1, Mcav_44202_c61_g1_i6.p4, Mcav_44202_c61_g1_i7.p2, Mcav_48320_c0_g1_i3.p3, Mcav_50810_c11_g2_i1.p1"
OG0000038,"Mcav_16579_c0_g2_i1.p1, Mcav_16580_c4_g1_i1.p1, Mcav_16580_c4_g1_i1.p2, Mcav_16585_c1_g1_i2.p1, Mcav_16595_c1_g1_i4.p1, Mcav_16608_c0_g1_i1.p1, Mcav_16793_c0_g1_i2.p1, Mcav_30883_c9_g2_i2.p1, Mcav_36863_c27_g3_i1.p1, Mcav_36863_c27_g3_i1.p2, Mcav_38091_c0_g1_i1.p1, Mcav_43408_c1_g1_i2.p1, Mcav_44254_c3_g1_i1.p1, Mcav_45149_c1_g1_i1.p1"
OG0000039,"Mcav_15287_c37_g1_i1.p1, Mcav_15287_c37_g2_i2.p1, Mcav_16741_c6_g1_i1.p1, Mcav_24887_c0_g1_i1.p1, Mcav_27297_c8_g1_i2.p1, Mcav_28236_c4_g1_i1.p1, Mcav_29824_c2_g1_i1.p2, Mcav_38196_c11_g1_i1.p1, Mcav_38196_c11_g1_i2.p1, Mcav_40643_c0_g1_i1.p2, Mcav_43168_c5_g1_i4.p1, Mcav_54532_c4_g1_i1.p2, Mcav_54532_c4_g1_i3.p2, Mcav_56196_c0_g1_i1.p1, Mcav_58743_c3_g1_i1.p1, Mcav_58743_c4_g1_i1.p1, Mcav_9319_c46_g1_i2.p2"
OG0000040,
OG0000041,"Mcav_13017_c0_g1_i1.p1, Mcav_26763_c14_g1_i1.p1, Mcav_26899_c1_g2_i1.p1, Mcav_27127_c0_g1_i1.p1, Mcav_35279_c6_g1_i1.p1, Mcav_42185_c1_g1_i1.p1, Mcav_42671_c1_g1_i1.p1, Mcav_44202_c73_g1_i1.p1, Mcav_45150_c81_g1_i1.p1, Mcav_46270_c0_g1_i1.p1, Mcav_46520_c1_g1_i1.p1, Mcav_50831_c11_g1_i1.p1, Mcav_52085_c1_g2_i1.p1, Mcav_57183_c29_g1_i1.p1, Mcav_57612_c34_g1_i1.p1, Mcav_60430_c4_g1_i1.p1, Mcav_61400_c1_g1_i1.p1"
OG0000042,"Mcav_12819_c1_g1_i1.p1, Mcav_14132_c15_g1_i2.p1, Mcav_14132_c8_g1_i1.p1, Mcav_17752_c9_g1_i3.p1, Mcav_2066_c1_g1_i1.p1, Mcav_247_c35_g1_i1.p1, Mcav_27918_c0_g1_i1.p1, Mcav_30169_c0_g1_i1.p1, Mcav_41040_c2_g1_i1.p1, Mcav_54842_c21_g1_i1.p1, Mcav_8713_c0_g1_i1.p1"
OG0000043,"Mcav_13418_c1_g1_i1.p1, Mcav_2840_c3_g1_i2.p1, Mcav_31972_c0_g1_i1.p1, Mcav_34935_c1_g1_i1.p1, Mcav_38648_c0_g1_i1.p1, Mcav_40821_c0_g1_i1.p1, Mcav_40822_c0_g1_i1.p1, Mcav_44681_c0_g1_i1.p1, Mcav_47887_c0_g1_i1.p1, Mcav_53095_c0_g1_i1.p1"
OG0000044,"Mcav_31995_c0_g1_i2.p1, Mcav_31997_c1_g1_i1.p1, Mcav_35105_c13_g1_i2.p1, Mcav_37729_c3_g1_i1.p1, Mcav_42695_c0_g1_i4.p1, Mcav_44882_c2_g1_i4.p1, Mcav_53928_c13_g3_i1.p1"
OG0000045,"Mcav_26832_c1_g1_i1.p1, Mcav_26832_c1_g1_i1.p2, Mcav_32452_c14_g1_i2.p1, Mcav_32452_c15_g1_i7.p1, Mcav_61245_c0_g1_i1.p1"
OG0000046,"Mcav_11485_c7_g1_i1.p1, Mcav_24586_c3_g1_i3.p1, Mcav_24596_c0_g1_i2.p1, Mcav_24604_c2_g1_i4.p1, Mcav_24604_c3_g1_i2.p1, Mcav_24727_c2_g1_i1.p1, Mcav_29661_c15_g1_i8.p1, Mcav_31673_c19_g1_i1.p1, Mcav_35684_c0_g1_i1.p1, Mcav_37938_c2_g1_i1.p1, Mcav_44036_c5_g1_i3.p1, Mcav_48618_c20_g4_i1.p1, Mcav_53223_c3_g1_i8.p1, Mcav_55415_c39_g1_i11.p3, Mcav_60659_c25_g1_i3.p1, Mcav_61113_c16_g1_i10.p1, Mcav_61113_c16_g1_i2.p1, Mcav_62149_c1_g1_i1.p1"
OG0000047,
OG0000048,"Mcav_1097_c8_g1_i1.p1, Mcav_11710_c0_g1_i1.p1, Mcav_15938_c1_g1_i1.p1, Mcav_16151_c9_g1_i1.p1, Mcav_19897_c1_g1_i1.p1, Mcav_20077_c19_g2_i1.p2, Mcav_21025_c2_g1_i1.p1, Mcav_22644_c1_g2_i1.p2, Mcav_2301_c0_g1_i1.p2, Mcav_27672_c6_g1_i1.p1, Mcav_27889_c28_g1_i1.p1, Mcav_28496_c2_g1_i1.p1, Mcav_34771_c44_g1_i1.p1, Mcav_36659_c8_g1_i1.p1, Mcav_38317_c1_g2_i1.p1, Mcav_38547_c2_g1_i1.p1, Mcav_4058_c11_g1_i1.p1, Mcav_46507_c1_g1_i1.p1, Mcav_46774_c2_g1_i1.p1, Mcav_49172_c59_g1_i1.p1, Mcav_52398_c0_g1_i1.p1, Mcav_54411_c4_g1_i1.p1, Mcav_54783_c4_g1_i1.p2, Mcav_5677_c24_g1_i1.p1, Mcav_60156_c14_g3_i1.p1, Mcav_61147_c14_g1_i1.p1, Mcav_61147_c15_g1_i1.p1, Mcav_7326_c0_g1_i1.p1"
OG0000049,"Mcav_12362_c0_g1_i1.p1, Mcav_12511_c1_g1_i3.p1, Mcav_14787_c6_g1_i4.p1, Mcav_25308_c3_g2_i1.p1, Mcav_26137_c2_g1_i1.p1, Mcav_2651_c0_g1_i2.p1, Mcav_26817_c0_g1_i1.p1, Mcav_40051_c21_g1_i1.p2, Mcav_48303_c1_g1_i1.p2, Mcav_8862_c23_g1_i2.p1, Mcav_9524_c3_g1_i1.p1"
OG0000050,"Mcav_1158_c9_g1_i1.p1, Mcav_1158_c9_g1_i1.p2, Mcav_12081_c0_g1_i1.p1, Mcav_13381_c4_g1_i1.p1, Mcav_13381_c4_g1_i1.p2, Mcav_1380_c0_g1_i1.p1, Mcav_13974_c0_g1_i1.p2, Mcav_14392_c3_g1_i1.p1, Mcav_16107_c3_g1_i1.p1, Mcav_18970_c2_g1_i1.p1, Mcav_21980_c2_g1_i1.p1, Mcav_23057_c3_g1_i1.p1, Mcav_37878_c0_g1_i1.p1, Mcav_43006_c19_g1_i1.p1, Mcav_43006_c23_g1_i1.p1, Mcav_45056_c14_g1_i1.p1, Mcav_51186_c8_g1_i1.p1, Mcav_51558_c1_g1_i1.p1, Mcav_52080_c27_g1_i1.p1, Mcav_52421_c1_g2_i1.p1, Mcav_54102_c8_g1_i2.p1, Mcav_54409_c20_g1_i1.p1, Mcav_54968_c9_g1_i1.p1, Mcav_58354_c1_g1_i1.p1, Mcav_58354_c2_g1_i1.p1, Mcav_61604_c0_g1_i1.p1, Mcav_904_c19_g1_i1.p1, Mcav_904_c2_g1_i1.p1, Mcav_9142_c4_g1_i1.p1"
OG0000051,Mcav_58325_c3_g1_i1.p1
OG0000052,"Mcav_14179_c2_g1_i1.p1, Mcav_18696_c1_g1_i2.p1, Mcav_23465_c0_g1_i1.p2, Mcav_2562_c1_g1_i1.p1, Mcav_36044_c30_g1_i1.p1, Mcav_37137_c0_g1_i1.p1, Mcav_40538_c0_g1_i1.p2, Mcav_42349_c4_g1_i1.p1, Mcav_44757_c3_g1_i1.p1, Mcav_50233_c0_g1_i1.p1, Mcav_57273_c0_g1_i1.p1, Mcav_60236_c0_g1_i1.p1, Mcav_9200_c0_g1_i1.p1, Mcav_9487_c0_g1_i1.p1, Mcav_9787_c2_g1_i1.p1"
OG0000053,"Mcav_12386_c2_g1_i1.p1, Mcav_20099_c0_g1_i1.p1, Mcav_58871_c28_g1_i1.p1, Mcav_58871_c29_g1_i2.p1, Mcav_58871_c29_g2_i1.p1"
OG0000054,"Mcav_11290_c8_g1_i1.p1, Mcav_1320_c1_g1_i3.p1, Mcav_1333_c5_g1_i8.p1, Mcav_16511_c31_g1_i1.p1, Mcav_16511_c31_g1_i5.p1, Mcav_20077_c18_g1_i9.p1, Mcav_20674_c3_g1_i1.p1, Mcav_25105_c1_g1_i1.p1, Mcav_27383_c0_g1_i1.p1, Mcav_28131_c3_g1_i1.p1, Mcav_36453_c25_g3_i2.p1, Mcav_36453_c28_g1_i1.p1, Mcav_38466_c26_g1_i1.p1, Mcav_51716_c0_g1_i1.p1, Mcav_60808_c1_g1_i2.p1, Mcav_60808_c1_g1_i7.p1, Mcav_916_c4_g1_i4.p1"
OG0000055,"Mcav_16497_c0_g1_i1.p1, Mcav_16499_c1_g1_i7.p1, Mcav_24782_c2_g1_i2.p1, Mcav_25737_c0_g1_i1.p1, Mcav_26547_c0_g1_i1.p1, Mcav_32125_c39_g1_i1.p1, Mcav_32606_c21_g1_i1.p1, Mcav_32606_c21_g1_i2.p1, Mcav_38904_c0_g1_i1.p1, Mcav_3965_c6_g1_i1.p1, Mcav_43892_c0_g1_i1.p1, Mcav_48058_c0_g1_i1.p1, Mcav_48738_c0_g1_i1.p1, Mcav_48940_c0_g1_i1.p1, Mcav_55705_c0_g1_i1.p1, Mcav_58192_c5_g1_i1.p1, Mcav_58197_c10_g1_i2.p1, Mcav_58197_c10_g2_i2.p1, Mcav_5830_c1_g1_i1.p1, Mcav_61937_c0_g1_i1.p1, Mcav_6802_c0_g1_i4.p1, Mcav_6805_c6_g1_i4.p1, Mcav_8842_c3_g1_i3.p1"
OG0000056,"Mcav_10004_c0_g1_i1.p1, Mcav_11715_c41_g2_i3.p1, Mcav_11715_c52_g1_i1.p1, Mcav_23613_c2_g1_i1.p1, Mcav_23613_c5_g1_i1.p1, Mcav_56040_c0_g1_i1.p1, Mcav_56040_c1_g1_i1.p1, Mcav_62281_c2_g1_i1.p1"
OG0000057,
OG0000058,
OG0000059,
OG0000060,"Mcav_14091_c17_g1_i3.p1, Mcav_14091_c17_g1_i7.p1, Mcav_14091_c17_g1_i9.p1, Mcav_14091_c17_g3_i1.p1, Mcav_14091_c7_g1_i1.p1, Mcav_14104_c0_g1_i1.p1, Mcav_39769_c0_g1_i1.p1, Mcav_53928_c14_g2_i2.p1, Mcav_56004_c0_g1_i1.p1, Mcav_56005_c1_g1_i1.p1, Mcav_56005_c2_g1_i2.p1"
OG0000061,"Mcav_10511_c0_g1_i1.p1, Mcav_12251_c1_g1_i1.p1, Mcav_12323_c0_g1_i1.p1, Mcav_1323_c28_g1_i1.p1, Mcav_13500_c1_g1_i1.p1, Mcav_13500_c2_g1_i1.p1, Mcav_15224_c1_g1_i1.p1, Mcav_15390_c0_g1_i1.p1, Mcav_17290_c0_g1_i1.p1, Mcav_17447_c0_g1_i1.p2, Mcav_17476_c1_g1_i1.p1, Mcav_1869_c0_g1_i1.p1, Mcav_2165_c6_g2_i1.p1, Mcav_25089_c0_g1_i1.p1, Mcav_27873_c0_g1_i1.p1, Mcav_28043_c0_g1_i1.p2, Mcav_28156_c0_g1_i1.p1, Mcav_30988_c2_g1_i1.p1, Mcav_35005_c11_g1_i1.p1, Mcav_40024_c3_g1_i1.p1, Mcav_40801_c0_g1_i1.p1, Mcav_41358_c0_g1_i1.p1, Mcav_41784_c8_g1_i1.p3, Mcav_44202_c76_g1_i1.p1, Mcav_46008_c0_g1_i1.p1, Mcav_47271_c0_g1_i1.p1, Mcav_4806_c5_g1_i1.p1, Mcav_4849_c0_g1_i1.p1, Mcav_54255_c0_g1_i1.p3, Mcav_547_c77_g1_i1.p1, Mcav_5612_c118_g1_i1.p1, Mcav_568_c15_g1_i1.p1, Mcav_5829_c36_g1_i1.p1, Mcav_5829_c5_g1_i1.p1, Mcav_7727_c0_g1_i1.p1, Mcav_9092_c0_g1_i1.p1, Mcav_9092_c1_g1_i1.p1"
OG0000062,"Mcav_14126_c12_g1_i1.p1, Mcav_38409_c0_g1_i1.p1, Mcav_38417_c0_g1_i1.p1, Mcav_59605_c5_g1_i1.p1, Mcav_947_c6_g1_i2.p1, Mcav_947_c6_g2_i2.p1"
OG0000063,"Mcav_20871_c0_g1_i1.p1, Mcav_26948_c0_g1_i1.p1, Mcav_29351_c4_g1_i1.p1, Mcav_32799_c2_g1_i3.p1, Mcav_34806_c1_g1_i1.p1, Mcav_48598_c1_g1_i1.p1, Mcav_50688_c11_g1_i2.p1, Mcav_55919_c102_g2_i4.p1, Mcav_55919_c63_g1_i1.p1"
OG0000064,"Mcav_1318_c2_g1_i2.p1, Mcav_22656_c9_g1_i1.p1, Mcav_31577_c0_g1_i1.p1, Mcav_40479_c122_g1_i1.p1, Mcav_49851_c0_g1_i1.p1"
OG0000065,"Mcav_1796_c2_g1_i1.p1, Mcav_24971_c10_g1_i1.p1, Mcav_30828_c11_g1_i1.p1, Mcav_54563_c0_g1_i1.p1"
OG0000066,
OG0000067,"Mcav_25742_c0_g1_i1.p1, Mcav_25838_c1_g1_i1.p1, Mcav_32117_c0_g1_i1.p1, Mcav_39515_c0_g1_i4.p1, Mcav_39515_c0_g1_i5.p1, Mcav_39515_c0_g1_i6.p1, Mcav_49149_c5_g1_i1.p1, Mcav_54257_c3_g1_i1.p1, Mcav_56545_c100_g1_i1.p1, Mcav_57688_c0_g1_i1.p1"
OG0000068,"Mcav_11620_c5_g1_i2.p1, Mcav_11620_c9_g1_i3.p1, Mcav_12120_c0_g1_i2.p1, Mcav_19740_c0_g1_i1.p1, Mcav_34843_c0_g1_i1.p1, Mcav_34880_c0_g1_i1.p1, Mcav_35997_c0_g1_i1.p1, Mcav_36273_c0_g1_i2.p1, Mcav_36593_c0_g1_i2.p1, Mcav_39590_c13_g1_i1.p1, Mcav_50702_c4_g1_i2.p1, Mcav_51765_c1_g1_i1.p1, Mcav_58400_c57_g1_i1.p1, Mcav_58400_c57_g2_i1.p1, Mcav_9893_c1_g1_i1.p1"
OG0000069,"Mcav_23112_c0_g1_i1.p1, Mcav_23116_c2_g1_i1.p1, Mcav_39076_c0_g2_i1.p1, Mcav_39081_c1_g1_i1.p1, Mcav_44909_c0_g1_i3.p1, Mcav_44929_c0_g1_i1.p1, Mcav_61253_c2_g1_i1.p1"
OG0000070,Mcav_14783_c4_g1_i1.p1
OG0000071,
OG0000072,"Mcav_26463_c25_g1_i1.p2, Mcav_41233_c16_g1_i1.p1, Mcav_50455_c19_g1_i1.p1, Mcav_52559_c0_g1_i1.p1, Mcav_52559_c1_g1_i1.p1"
OG0000073,"Mcav_15091_c0_g1_i1.p1, Mcav_28859_c2_g1_i1.p1, Mcav_28859_c2_g1_i2.p1, Mcav_32404_c8_g1_i2.p1, Mcav_39743_c2_g1_i2.p1, Mcav_42922_c27_g1_i3.p1, Mcav_44060_c23_g1_i1.p1, Mcav_44060_c23_g1_i3.p1, Mcav_44060_c27_g1_i4.p1, Mcav_7647_c5_g1_i1.p1, Mcav_9910_c1_g1_i1.p1"
OG0000074,"Mcav_20779_c0_g1_i1.p1, Mcav_31721_c1_g1_i1.p1, Mcav_34621_c2_g1_i2.p1, Mcav_35972_c0_g1_i1.p1, Mcav_35992_c0_g1_i1.p1, Mcav_3785_c3_g1_i1.p1, Mcav_3785_c3_g1_i2.p1, Mcav_58400_c51_g1_i1.p1, Mcav_58400_c59_g1_i1.p1, Mcav_58400_c64_g1_i1.p1, Mcav_8865_c0_g1_i1.p1, Mcav_9829_c20_g1_i3.p1, Mcav_9974_c15_g1_i6.p1, Mcav_9977_c1_g1_i2.p1"
OG0000075,"Mcav_19713_c0_g1_i1.p1, Mcav_19968_c0_g1_i1.p1, Mcav_44202_c62_g1_i1.p3, Mcav_44202_c62_g1_i1.p4, Mcav_52008_c6_g1_i1.p1, Mcav_52438_c6_g1_i1.p1, Mcav_56042_c0_g1_i1.p1, Mcav_60186_c0_g1_i1.p1, Mcav_60186_c3_g1_i1.p1, Mcav_61603_c2_g1_i1.p1, Mcav_628_c0_g1_i1.p1"
OG0000076,"Mcav_12596_c4_g1_i1.p1, Mcav_12596_c4_g1_i2.p2, Mcav_12602_c13_g1_i1.p1, Mcav_12602_c13_g1_i2.p1, Mcav_12602_c13_g1_i3.p3, Mcav_12615_c2_g1_i2.p1, Mcav_19297_c1_g1_i1.p1, Mcav_19298_c15_g1_i1.p1, Mcav_51987_c3_g1_i1.p1"
OG0000077,"Mcav_17507_c1_g1_i1.p1, Mcav_23031_c14_g1_i1.p1, Mcav_26203_c5_g1_i1.p1, Mcav_27411_c7_g1_i2.p1, Mcav_31957_c14_g2_i2.p1, Mcav_34321_c0_g1_i1.p1, Mcav_43771_c1_g3_i1.p1, Mcav_50967_c14_g1_i1.p1, Mcav_52494_c51_g1_i3.p1, Mcav_58614_c0_g2_i1.p1, Mcav_904_c10_g1_i1.p1"
OG0000078,"Mcav_18575_c0_g1_i1.p1, Mcav_40818_c0_g1_i1.p1, Mcav_42231_c5_g1_i1.p1, Mcav_42235_c0_g1_i1.p1, Mcav_49465_c2_g1_i5.p1, Mcav_55921_c2_g1_i1.p1"
OG0000079,"Mcav_22795_c1_g1_i1.p1, Mcav_23669_c7_g1_i1.p1, Mcav_23669_c7_g1_i2.p1, Mcav_36999_c1_g3_i1.p1, Mcav_45192_c3_g1_i1.p1"
OG0000080,"Mcav_10872_c0_g2_i1.p1, Mcav_10876_c0_g1_i1.p1, Mcav_1151_c5_g2_i2.p1, Mcav_13211_c0_g1_i1.p1, Mcav_14069_c1_g1_i2.p1, Mcav_23525_c5_g1_i3.p1, Mcav_29903_c16_g1_i1.p1, Mcav_30101_c0_g1_i1.p1, Mcav_30119_c0_g1_i1.p1, Mcav_35645_c5_g1_i1.p1, Mcav_37723_c22_g1_i2.p1, Mcav_38803_c0_g1_i1.p1, Mcav_4276_c0_g1_i1.p1, Mcav_46079_c7_g1_i1.p1, Mcav_47516_c0_g1_i1.p1, Mcav_47929_c0_g1_i1.p1, Mcav_49089_c19_g1_i1.p1, Mcav_50455_c21_g1_i1.p1, Mcav_54901_c0_g1_i1.p1, Mcav_56_c7_g2_i1.p2, Mcav_61524_c8_g1_i1.p1, Mcav_8664_c0_g1_i1.p1"
OG0000081,"Mcav_12579_c4_g1_i1.p1, Mcav_14314_c14_g1_i1.p1, Mcav_16511_c25_g1_i1.p1, Mcav_25832_c16_g1_i4.p1, Mcav_27655_c51_g1_i1.p1, Mcav_28919_c90_g1_i2.p1, Mcav_34054_c2_g1_i1.p1, Mcav_38525_c15_g1_i1.p1, Mcav_40512_c2_g1_i1.p2, Mcav_50840_c0_g2_i1.p1, Mcav_53595_c0_g1_i1.p1, Mcav_53775_c32_g1_i1.p1, Mcav_55674_c12_g1_i1.p1, Mcav_56545_c40_g1_i1.p1, Mcav_58898_c0_g1_i1.p1, Mcav_59284_c35_g1_i1.p1, Mcav_8439_c0_g1_i1.p1, Mcav_9512_c5_g1_i1.p1"
OG0000082,"Mcav_14132_c15_g3_i1.p1, Mcav_52008_c18_g2_i1.p1, Mcav_54842_c24_g1_i1.p1"
OG0000083,"Mcav_11544_c1_g1_i1.p1, Mcav_21890_c0_g1_i1.p1, Mcav_32528_c5_g1_i2.p1, Mcav_44825_c1_g1_i1.p1, Mcav_493_c4_g1_i1.p1, Mcav_53748_c3_g1_i2.p1, Mcav_53748_c3_g1_i5.p1, Mcav_58753_c4_g1_i7.p1, Mcav_9080_c1_g1_i1.p1"
OG0000084,"Mcav_21546_c4_g2_i1.p1, Mcav_21546_c4_g2_i2.p1, Mcav_2407_c8_g1_i1.p1, Mcav_28733_c3_g1_i2.p1, Mcav_28948_c0_g1_i2.p1, Mcav_32469_c1_g1_i1.p1, Mcav_36124_c0_g1_i1.p1, Mcav_38817_c207_g1_i1.p1, Mcav_50532_c0_g1_i2.p1, Mcav_50542_c0_g2_i1.p1, Mcav_50562_c1_g1_i1.p1, Mcav_50567_c0_g1_i1.p1, Mcav_51302_c0_g1_i1.p1, Mcav_51304_c16_g1_i1.p1, Mcav_51304_c27_g1_i4.p1, Mcav_9398_c0_g1_i1.p1"
