OG,Ssid_longest_proteome
OG0000107,"Ssid_DN226320_c0_seq1.p1, Ssid_DN234016_c0_seq1.p1, Ssid_DN241265_c0_seq1.p1, Ssid_DN245610_c0_seq1.p1, Ssid_DN248958_c0_seq2.p1, Ssid_DN252905_c0_seq1.p1, Ssid_DN256215_c0_seq1.p1"
OG0000108,"Ssid_DN233519_c0_seq6.p1, Ssid_DN233519_c0_seq6.p2, Ssid_DN252439_c0_seq2.p1, Ssid_DN254483_c0_seq5.p1, Ssid_DN255227_c0_seq3.p1, Ssid_DN259344_c0_seq2.p1, Ssid_DN261243_c0_seq1.p1, Ssid_DN261466_c0_seq5.p1, Ssid_DN261794_c0_seq3.p1, Ssid_DN262651_c1_seq11.p1, Ssid_DN263332_c0_seq3.p1"
OG0000109,"Ssid_DN140672_c0_seq1.p1, Ssid_DN193258_c0_seq1.p1, Ssid_DN214004_c0_seq1.p1, Ssid_DN231815_c0_seq1.p1, Ssid_DN358198_c0_seq1.p1, Ssid_DN44628_c0_seq1.p1"
OG0000110,"Ssid_DN216444_c0_seq3.p1, Ssid_DN253168_c0_seq9.p1, Ssid_DN355119_c0_seq1.p1"
OG0000111,
OG0000112,"Ssid_DN217105_c0_seq1.p1, Ssid_DN221010_c0_seq1.p1, Ssid_DN241949_c0_seq4.p1, Ssid_DN246596_c0_seq2.p1, Ssid_DN254369_c0_seq3.p1, Ssid_DN260209_c0_seq2.p1, Ssid_DN260209_c0_seq2.p2"
OG0000113,"Ssid_DN113603_c0_seq1.p1, Ssid_DN18718_c0_seq1.p1, Ssid_DN190277_c0_seq2.p1, Ssid_DN195343_c0_seq1.p1, Ssid_DN198495_c0_seq1.p1, Ssid_DN236364_c0_seq1.p1, Ssid_DN236891_c1_seq1.p1, Ssid_DN241105_c0_seq1.p1, Ssid_DN249155_c1_seq1.p1, Ssid_DN258866_c2_seq2.p1"
OG0000114,
OG0000115,"Ssid_DN240139_c0_seq1.p1, Ssid_DN3568_c0_seq2.p1, Ssid_DN99497_c0_seq1.p1"
OG0000116,
OG0000117,"Ssid_DN202444_c0_seq1.p1, Ssid_DN226797_c0_seq1.p1, Ssid_DN243162_c0_seq2.p1, Ssid_DN257067_c0_seq2.p1, Ssid_DN257067_c1_seq2.p1, Ssid_DN262696_c0_seq1.p2, Ssid_DN263085_c0_seq3.p1, Ssid_DN263183_c0_seq1.p1, Ssid_DN53279_c0_seq1.p1"
OG0000118,"Ssid_DN251189_c0_seq1.p2, Ssid_DN254176_c0_seq4.p1, Ssid_DN254515_c0_seq3.p1, Ssid_DN255394_c0_seq2.p1, Ssid_DN256916_c0_seq1.p1, Ssid_DN257551_c0_seq1.p3, Ssid_DN258565_c1_seq3.p1, Ssid_DN258945_c1_seq13.p1, Ssid_DN261650_c0_seq2.p1, Ssid_DN261874_c1_seq1.p1, Ssid_DN262803_c0_seq1.p1, Ssid_DN263568_c0_seq2.p1, Ssid_DN263800_c1_seq1.p1, Ssid_DN352262_c0_seq1.p1"
OG0000119,Ssid_DN24750_c0_seq2.p1
OG0000120,
OG0000121,Ssid_DN312608_c0_seq1.p1
OG0000122,Ssid_DN88586_c0_seq1.p1
OG0000123,
OG0000124,
OG0000125,Ssid_DN257285_c1_seq1.p1
OG0000126,"Ssid_DN227392_c0_seq3.p1, Ssid_DN249221_c0_seq5.p1, Ssid_DN254522_c0_seq1.p1"
OG0000127,"Ssid_DN131948_c0_seq1.p1, Ssid_DN134177_c0_seq1.p1, Ssid_DN224912_c0_seq1.p1, Ssid_DN241066_c0_seq1.p1, Ssid_DN241981_c0_seq1.p1, Ssid_DN247546_c0_seq1.p1, Ssid_DN250036_c0_seq2.p1, Ssid_DN250250_c0_seq1.p1, Ssid_DN251381_c0_seq8.p1, Ssid_DN252993_c0_seq1.p2, Ssid_DN253100_c0_seq12.p1, Ssid_DN257309_c0_seq5.p1, Ssid_DN258432_c0_seq6.p1, Ssid_DN261508_c0_seq3.p1"
OG0000128,"Ssid_DN224897_c0_seq1.p1, Ssid_DN240704_c0_seq1.p1, Ssid_DN251860_c0_seq2.p1, Ssid_DN253972_c0_seq9.p1, Ssid_DN256612_c0_seq3.p1, Ssid_DN257208_c0_seq1.p1, Ssid_DN260989_c0_seq3.p1, Ssid_DN261104_c0_seq1.p1, Ssid_DN261965_c2_seq4.p1, Ssid_DN352054_c0_seq1.p1"
OG0000129,Ssid_DN261211_c0_seq5.p1
OG0000130,Ssid_DN201504_c0_seq1.p1
OG0000131,
OG0000132,
OG0000133,Ssid_DN86714_c0_seq1.p1
OG0000134,Ssid_DN254742_c0_seq1.p1
OG0000135,"Ssid_DN238689_c0_seq1.p1, Ssid_DN255403_c1_seq2.p1, Ssid_DN346583_c0_seq1.p1"
OG0000136,"Ssid_DN148796_c0_seq1.p1, Ssid_DN231172_c0_seq5.p1, Ssid_DN242031_c0_seq2.p1, Ssid_DN251663_c0_seq1.p1, Ssid_DN252890_c0_seq2.p1, Ssid_DN259446_c1_seq1.p1, Ssid_DN391434_c0_seq1.p1, Ssid_DN9193_c0_seq1.p1"
OG0000137,"Ssid_DN219358_c0_seq1.p1, Ssid_DN244821_c0_seq2.p1, Ssid_DN253066_c0_seq5.p1"
OG0000138,"Ssid_DN162766_c0_seq1.p1, Ssid_DN186166_c0_seq2.p1, Ssid_DN227183_c0_seq7.p1, Ssid_DN245561_c0_seq6.p1, Ssid_DN246530_c0_seq1.p1, Ssid_DN260672_c0_seq1.p1, Ssid_DN261361_c0_seq2.p1, Ssid_DN261587_c0_seq2.p1, Ssid_DN263664_c1_seq1.p1"
OG0000139,"Ssid_DN163610_c0_seq1.p1, Ssid_DN225906_c1_seq1.p1, Ssid_DN232558_c0_seq1.p1, Ssid_DN239502_c0_seq1.p1, Ssid_DN260113_c0_seq5.p1, Ssid_DN262086_c1_seq1.p1"
OG0000140,Ssid_DN247881_c0_seq3.p1
OG0000141,
OG0000142,"Ssid_DN253341_c0_seq1.p1, Ssid_DN261883_c0_seq1.p1, Ssid_DN263829_c0_seq1.p1"
OG0000143,"Ssid_DN160615_c0_seq1.p2, Ssid_DN182197_c0_seq6.p1, Ssid_DN182699_c0_seq1.p1, Ssid_DN190385_c0_seq1.p1, Ssid_DN216235_c0_seq1.p1, Ssid_DN237112_c0_seq1.p1, Ssid_DN240484_c0_seq2.p1, Ssid_DN246413_c0_seq1.p2, Ssid_DN247160_c0_seq1.p2, Ssid_DN381441_c0_seq1.p1, Ssid_DN98387_c0_seq1.p1"
OG0000144,Ssid_DN239957_c0_seq1.p1
OG0000145,"Ssid_DN214743_c0_seq1.p1, Ssid_DN221983_c0_seq1.p1, Ssid_DN27207_c0_seq1.p1, Ssid_DN321803_c0_seq1.p1, Ssid_DN390667_c0_seq1.p1"
OG0000146,"Ssid_DN198245_c0_seq1.p1, Ssid_DN209196_c0_seq1.p1, Ssid_DN244898_c0_seq1.p1, Ssid_DN244898_c0_seq1.p2, Ssid_DN253336_c0_seq1.p1, Ssid_DN256079_c0_seq2.p1, Ssid_DN256921_c0_seq1.p1, Ssid_DN257171_c0_seq2.p2, Ssid_DN259562_c0_seq1.p1, Ssid_DN262449_c1_seq2.p1, Ssid_DN262564_c0_seq1.p1, Ssid_DN263035_c0_seq1.p1, Ssid_DN390709_c0_seq1.p1, Ssid_DN39745_c0_seq1.p1, Ssid_DN427229_c0_seq1.p1"
OG0000147,
OG0000148,Ssid_DN263687_c0_seq2.p1
OG0000149,"Ssid_DN231085_c0_seq2.p1, Ssid_DN231701_c0_seq3.p1, Ssid_DN258048_c0_seq4.p1, Ssid_DN258795_c1_seq6.p1, Ssid_DN260482_c0_seq8.p2, Ssid_DN263593_c0_seq2.p2, Ssid_DN434473_c0_seq1.p1"
OG0000150,
OG0000151,
OG0000152,"Ssid_DN210585_c0_seq1.p1, Ssid_DN249129_c0_seq3.p1, Ssid_DN263302_c0_seq2.p2, Ssid_DN263302_c0_seq2.p3"
OG0000153,
OG0000154,"Ssid_DN230918_c0_seq1.p1, Ssid_DN257556_c0_seq13.p1, Ssid_DN258570_c0_seq3.p1, Ssid_DN259676_c0_seq1.p1, Ssid_DN262961_c0_seq2.p1"
OG0000155,"Ssid_DN237200_c0_seq1.p2, Ssid_DN254760_c0_seq2.p1, Ssid_DN258772_c0_seq1.p1"
OG0000156,
OG0000157,Ssid_DN218582_c0_seq1.p1
OG0000158,"Ssid_DN174020_c0_seq1.p1, Ssid_DN219313_c0_seq1.p1, Ssid_DN220850_c0_seq1.p1, Ssid_DN249615_c0_seq10.p1, Ssid_DN249615_c0_seq10.p2, Ssid_DN249615_c0_seq10.p4, Ssid_DN250022_c0_seq3.p1, Ssid_DN253640_c0_seq2.p1, Ssid_DN253704_c1_seq2.p1, Ssid_DN253704_c1_seq2.p3, Ssid_DN257995_c0_seq1.p2, Ssid_DN260176_c0_seq3.p1, Ssid_DN260272_c0_seq16.p1, Ssid_DN263267_c0_seq5.p1, Ssid_DN317772_c0_seq1.p1, Ssid_DN370370_c0_seq1.p1, Ssid_DN411714_c0_seq1.p2"
OG0000159,"Ssid_DN195939_c0_seq1.p1, Ssid_DN222668_c0_seq7.p2"
OG0000160,"Ssid_DN202418_c0_seq2.p1, Ssid_DN224446_c0_seq1.p1, Ssid_DN242621_c0_seq2.p1, Ssid_DN248301_c0_seq7.p1, Ssid_DN251182_c0_seq1.p1, Ssid_DN254305_c0_seq8.p1, Ssid_DN258484_c0_seq2.p3, Ssid_DN262644_c0_seq5.p1, Ssid_DN263334_c0_seq5.p2, Ssid_DN263612_c0_seq1.p1"
OG0000161,
OG0000162,"Ssid_DN237200_c0_seq1.p1, Ssid_DN255175_c1_seq6.p3, Ssid_DN258772_c0_seq1.p2"
OG0000163,Ssid_DN261546_c1_seq1.p1
OG0000164,"Ssid_DN247335_c0_seq1.p1, Ssid_DN252120_c0_seq2.p1, Ssid_DN254232_c0_seq1.p1, Ssid_DN263670_c0_seq1.p1"
OG0000165,"Ssid_DN124701_c0_seq1.p1, Ssid_DN225983_c0_seq2.p1, Ssid_DN254504_c0_seq1.p1"
OG0000166,"Ssid_DN108468_c0_seq1.p1, Ssid_DN205220_c0_seq1.p1, Ssid_DN306685_c0_seq1.p1, Ssid_DN58095_c0_seq1.p1"
OG0000167,
OG0000168,
OG0000169,"Ssid_DN222183_c0_seq2.p1, Ssid_DN240903_c0_seq3.p1, Ssid_DN241442_c0_seq1.p1, Ssid_DN248808_c0_seq1.p1, Ssid_DN248808_c0_seq1.p3, Ssid_DN252042_c0_seq3.p1, Ssid_DN252042_c0_seq3.p3, Ssid_DN253934_c0_seq9.p1, Ssid_DN263317_c0_seq3.p1, Ssid_DN263317_c0_seq3.p3, Ssid_DN263397_c0_seq5.p1"
OG0000170,"Ssid_DN249299_c0_seq1.p1, Ssid_DN249299_c0_seq1.p2, Ssid_DN258127_c0_seq1.p1, Ssid_DN259386_c0_seq5.p1, Ssid_DN259386_c1_seq1.p1, Ssid_DN260728_c0_seq2.p1, Ssid_DN261854_c0_seq1.p1"
OG0000171,"Ssid_DN238080_c0_seq1.p1, Ssid_DN240145_c0_seq1.p1, Ssid_DN523555_c0_seq1.p1"
OG0000172,
OG0000173,
OG0000174,"Ssid_DN17652_c0_seq1.p1, Ssid_DN237266_c0_seq2.p1, Ssid_DN254763_c1_seq1.p1, Ssid_DN322971_c0_seq1.p1, Ssid_DN480271_c0_seq1.p1"
OG0000175,Ssid_DN227142_c0_seq1.p1
OG0000176,"Ssid_DN173702_c0_seq1.p1, Ssid_DN254895_c0_seq1.p1, Ssid_DN258465_c0_seq1.p1, Ssid_DN262744_c0_seq18.p1, Ssid_DN316365_c0_seq1.p1, Ssid_DN339917_c0_seq1.p1, Ssid_DN353472_c0_seq1.p1"
OG0000177,
OG0000178,Ssid_DN301553_c0_seq1.p1
OG0000179,"Ssid_DN254335_c0_seq9.p1, Ssid_DN255190_c0_seq1.p1, Ssid_DN260734_c0_seq6.p1"
OG0000180,"Ssid_DN259486_c0_seq26.p2, Ssid_DN355156_c0_seq1.p1"
OG0000181,
OG0000182,"Ssid_DN129502_c0_seq1.p1, Ssid_DN19652_c0_seq1.p1, Ssid_DN222014_c0_seq1.p1, Ssid_DN22913_c0_seq1.p1, Ssid_DN233948_c0_seq1.p1"
OG0000183,"Ssid_DN242640_c0_seq1.p1, Ssid_DN247376_c0_seq2.p1, Ssid_DN254852_c0_seq1.p1, Ssid_DN262582_c0_seq10.p1"
OG0000184,
OG0000185,"Ssid_DN249928_c0_seq1.p1, Ssid_DN258631_c1_seq8.p1, Ssid_DN262950_c0_seq1.p1"
OG0000186,
OG0000187,
OG0000188,"Ssid_DN251625_c0_seq7.p1, Ssid_DN251998_c0_seq2.p1, Ssid_DN254158_c1_seq1.p1, Ssid_DN260352_c0_seq6.p1"
OG0000189,"Ssid_DN166310_c0_seq3.p1, Ssid_DN249792_c0_seq1.p1, Ssid_DN257198_c0_seq1.p1, Ssid_DN260252_c0_seq1.p1, Ssid_DN261183_c0_seq2.p1"
OG0000190,"Ssid_DN167450_c0_seq1.p2, Ssid_DN210903_c0_seq3.p1, Ssid_DN234319_c0_seq1.p1, Ssid_DN246664_c0_seq3.p1, Ssid_DN254462_c2_seq1.p1, Ssid_DN255197_c1_seq3.p1, Ssid_DN258248_c0_seq6.p1, Ssid_DN260671_c0_seq7.p1, Ssid_DN260901_c0_seq2.p1, Ssid_DN261743_c0_seq3.p1, Ssid_DN261743_c0_seq3.p3, Ssid_DN262205_c0_seq4.p1, Ssid_DN262592_c0_seq1.p2, Ssid_DN263350_c0_seq1.p2"
OG0000191,"Ssid_DN250220_c0_seq3.p1, Ssid_DN261375_c1_seq2.p1, Ssid_DN263168_c1_seq1.p2"
OG0000192,Ssid_DN257810_c0_seq1.p1
OG0000193,"Ssid_DN216239_c0_seq1.p1, Ssid_DN217062_c0_seq1.p1, Ssid_DN224829_c0_seq1.p1, Ssid_DN23744_c0_seq1.p1, Ssid_DN249748_c0_seq1.p1, Ssid_DN252712_c0_seq1.p1, Ssid_DN260908_c0_seq3.p1, Ssid_DN453229_c0_seq1.p1, Ssid_DN58132_c0_seq1.p1"
OG0000194,"Ssid_DN212676_c0_seq1.p1, Ssid_DN255509_c0_seq1.p2"
OG0000195,"Ssid_DN217635_c0_seq1.p1, Ssid_DN228634_c0_seq3.p1, Ssid_DN240260_c0_seq3.p2, Ssid_DN253709_c1_seq23.p2, Ssid_DN256577_c1_seq3.p1, Ssid_DN256831_c0_seq8.p1, Ssid_DN257383_c0_seq9.p2, Ssid_DN260090_c0_seq5.p1, Ssid_DN262966_c1_seq1.p1, Ssid_DN262966_c1_seq1.p4, Ssid_DN29889_c0_seq1.p1"
OG0000196,Ssid_DN257575_c0_seq12.p1
OG0000197,"Ssid_DN232481_c0_seq1.p1, Ssid_DN234863_c0_seq1.p1, Ssid_DN314933_c0_seq1.p1"
OG0000198,"Ssid_DN184814_c0_seq1.p1, Ssid_DN235460_c0_seq1.p1, Ssid_DN237536_c0_seq1.p1, Ssid_DN259440_c0_seq2.p1"
OG0000199,"Ssid_DN239176_c0_seq1.p1, Ssid_DN357997_c0_seq1.p1"
OG0000200,"Ssid_DN129168_c0_seq1.p1, Ssid_DN162839_c0_seq1.p1, Ssid_DN198456_c0_seq1.p1, Ssid_DN220458_c0_seq1.p1, Ssid_DN237499_c0_seq2.p1, Ssid_DN251087_c0_seq1.p2, Ssid_DN251518_c0_seq6.p1"
OG0000201,Ssid_DN262198_c1_seq1.p1
OG0000202,Ssid_DN249722_c0_seq3.p1
OG0000203,"Ssid_DN260013_c2_seq5.p1, Ssid_DN5357_c0_seq1.p2, Ssid_DN62886_c0_seq1.p1"
OG0000204,
OG0000205,Ssid_DN260769_c0_seq1.p1
OG0000206,"Ssid_DN239353_c0_seq1.p1, Ssid_DN239686_c0_seq1.p1, Ssid_DN244376_c1_seq1.p2, Ssid_DN245479_c0_seq4.p1, Ssid_DN251953_c0_seq1.p1"
OG0000207,"Ssid_DN153436_c0_seq1.p1, Ssid_DN212864_c0_seq1.p1, Ssid_DN222663_c0_seq2.p1, Ssid_DN245874_c0_seq2.p4, Ssid_DN248595_c0_seq1.p1, Ssid_DN257324_c0_seq1.p1"
OG0000208,"Ssid_DN125489_c0_seq1.p1, Ssid_DN234218_c0_seq1.p1, Ssid_DN236036_c0_seq1.p1, Ssid_DN240237_c0_seq1.p1, Ssid_DN250131_c0_seq4.p1, Ssid_DN252371_c0_seq4.p1"
OG0000209,"Ssid_DN232934_c0_seq1.p1, Ssid_DN243987_c0_seq20.p1"
OG0000210,"Ssid_DN129714_c0_seq1.p1, Ssid_DN172497_c0_seq1.p1, Ssid_DN2104_c0_seq1.p1, Ssid_DN215736_c0_seq1.p1"
OG0000211,
OG0000212,Ssid_DN330355_c0_seq1.p1
OG0000213,Ssid_DN226319_c0_seq5.p1
OG0000214,"Ssid_DN192040_c0_seq1.p1, Ssid_DN263513_c0_seq1.p3"
OG0000215,
OG0000216,Ssid_DN259132_c2_seq1.p1
OG0000217,"Ssid_DN258045_c0_seq1.p1, Ssid_DN258970_c1_seq1.p1, Ssid_DN325178_c0_seq1.p1"
OG0000218,"Ssid_DN240697_c0_seq2.p1, Ssid_DN256043_c0_seq13.p1, Ssid_DN256280_c0_seq4.p1, Ssid_DN258571_c0_seq18.p2, Ssid_DN261035_c1_seq3.p2, Ssid_DN261822_c0_seq4.p1, Ssid_DN263351_c0_seq1.p1"
OG0000219,
OG0000220,"Ssid_DN230068_c0_seq1.p2, Ssid_DN234864_c0_seq1.p2, Ssid_DN415523_c0_seq1.p1"
OG0000221,"Ssid_DN234181_c0_seq2.p1, Ssid_DN259720_c0_seq2.p2, Ssid_DN261399_c0_seq1.p2, Ssid_DN261399_c0_seq1.p4, Ssid_DN262096_c0_seq1.p6, Ssid_DN263356_c0_seq4.p1, Ssid_DN333446_c0_seq1.p1"
OG0000222,
OG0000223,
OG0000224,
OG0000225,"Ssid_DN186594_c0_seq1.p1, Ssid_DN231792_c0_seq4.p1"
OG0000226,"Ssid_DN252315_c0_seq2.p1, Ssid_DN259976_c0_seq24.p2, Ssid_DN408280_c0_seq1.p1"
OG0000227,"Ssid_DN258705_c1_seq17.p2, Ssid_DN262470_c0_seq3.p1"
OG0000228,"Ssid_DN203841_c0_seq2.p1, Ssid_DN216739_c0_seq1.p1, Ssid_DN232702_c0_seq3.p1, Ssid_DN232885_c0_seq1.p1, Ssid_DN251418_c0_seq1.p1, Ssid_DN258581_c0_seq1.p2"
OG0000229,"Ssid_DN239712_c0_seq2.p1, Ssid_DN253556_c2_seq8.p1, Ssid_DN261355_c0_seq1.p2"
OG0000230,"Ssid_DN11027_c0_seq1.p1, Ssid_DN236026_c0_seq7.p1, Ssid_DN244681_c0_seq1.p1, Ssid_DN247229_c0_seq1.p1, Ssid_DN260310_c0_seq1.p1"
OG0000231,"Ssid_DN144453_c0_seq1.p2, Ssid_DN182852_c0_seq1.p1, Ssid_DN21896_c0_seq1.p2, Ssid_DN239736_c1_seq1.p1, Ssid_DN29520_c0_seq1.p1, Ssid_DN338434_c0_seq1.p1, Ssid_DN40465_c0_seq1.p1"
OG0000232,"Ssid_DN221787_c0_seq1.p1, Ssid_DN236232_c0_seq1.p1, Ssid_DN237832_c0_seq4.p1, Ssid_DN242260_c0_seq2.p2, Ssid_DN252284_c0_seq9.p1, Ssid_DN256605_c0_seq4.p2, Ssid_DN303975_c0_seq1.p1"
OG0000233,"Ssid_DN253700_c1_seq3.p1, Ssid_DN253700_c1_seq3.p3, Ssid_DN254471_c0_seq5.p1, Ssid_DN263366_c0_seq3.p2"
OG0000234,"Ssid_DN220079_c0_seq2.p1, Ssid_DN236624_c0_seq1.p1, Ssid_DN242318_c0_seq3.p1, Ssid_DN242318_c0_seq3.p2, Ssid_DN244727_c1_seq19.p1, Ssid_DN262932_c0_seq39.p1, Ssid_DN263013_c0_seq2.p1, Ssid_DN263430_c0_seq3.p1, Ssid_DN263730_c0_seq2.p2"
OG0000235,"Ssid_DN174578_c0_seq1.p1, Ssid_DN216186_c0_seq1.p1, Ssid_DN225313_c0_seq3.p1, Ssid_DN250933_c0_seq1.p1, Ssid_DN255799_c1_seq1.p1"
OG0000236,"Ssid_DN237761_c0_seq6.p1, Ssid_DN246490_c0_seq2.p1, Ssid_DN252727_c0_seq2.p1, Ssid_DN255554_c0_seq5.p1, Ssid_DN257267_c0_seq1.p1, Ssid_DN263573_c0_seq4.p1"
OG0000237,
OG0000238,Ssid_DN242264_c0_seq1.p1
OG0000239,Ssid_DN130473_c0_seq1.p1
OG0000240,
OG0000241,"Ssid_DN254947_c1_seq3.p1, Ssid_DN259154_c1_seq26.p1"
OG0000242,Ssid_DN238236_c0_seq5.p1
OG0000243,"Ssid_DN230085_c0_seq2.p1, Ssid_DN258098_c0_seq1.p1, Ssid_DN260031_c0_seq1.p1, Ssid_DN262215_c0_seq1.p1"
OG0000244,"Ssid_DN1266_c0_seq1.p1, Ssid_DN234374_c0_seq1.p1, Ssid_DN236233_c0_seq1.p2, Ssid_DN240106_c0_seq1.p1, Ssid_DN242793_c0_seq4.p2, Ssid_DN254473_c0_seq2.p1, Ssid_DN259156_c0_seq2.p1"
OG0000245,
OG0000246,"Ssid_DN210792_c0_seq1.p1, Ssid_DN228876_c0_seq2.p1, Ssid_DN262655_c0_seq1.p1"
OG0000247,
OG0000248,"Ssid_DN209193_c0_seq1.p1, Ssid_DN221955_c0_seq1.p2"
OG0000249,
OG0000250,"Ssid_DN206807_c0_seq2.p1, Ssid_DN223569_c0_seq1.p1, Ssid_DN238857_c0_seq1.p1, Ssid_DN260730_c1_seq1.p1, Ssid_DN262461_c1_seq1.p1, Ssid_DN263053_c0_seq1.p1"
OG0000251,"Ssid_DN208897_c0_seq2.p1, Ssid_DN225417_c0_seq2.p1, Ssid_DN242516_c0_seq2.p1, Ssid_DN245982_c0_seq10.p1, Ssid_DN255725_c0_seq2.p1, Ssid_DN261946_c0_seq8.p1"
OG0000252,
OG0000253,
OG0000254,"Ssid_DN132857_c0_seq2.p1, Ssid_DN222180_c0_seq2.p1, Ssid_DN242895_c1_seq1.p1, Ssid_DN252605_c0_seq2.p1, Ssid_DN255471_c1_seq3.p1, Ssid_DN258203_c0_seq1.p1, Ssid_DN258203_c1_seq2.p1"
OG0000255,"Ssid_DN187328_c0_seq1.p1, Ssid_DN242195_c0_seq1.p1, Ssid_DN248253_c1_seq1.p1, Ssid_DN253025_c0_seq2.p1"
OG0000256,"Ssid_DN237930_c0_seq1.p1, Ssid_DN256313_c1_seq1.p2, Ssid_DN262111_c0_seq1.p1"
OG0000257,"Ssid_DN245492_c0_seq1.p1, Ssid_DN249488_c3_seq3.p1, Ssid_DN254711_c0_seq2.p1"
OG0000258,
OG0000259,"Ssid_DN173281_c0_seq3.p1, Ssid_DN242644_c0_seq1.p1, Ssid_DN255593_c1_seq1.p1, Ssid_DN256380_c0_seq4.p1, Ssid_DN258698_c0_seq2.p1, Ssid_DN259977_c0_seq1.p1, Ssid_DN262756_c0_seq5.p1"
OG0000260,"Ssid_DN244413_c0_seq2.p1, Ssid_DN244550_c0_seq1.p1"
OG0000261,Ssid_DN253519_c1_seq19.p1
OG0000262,"Ssid_DN246625_c0_seq5.p1, Ssid_DN258344_c0_seq1.p1"
OG0000263,Ssid_DN257222_c0_seq4.p1
OG0000264,"Ssid_DN262564_c0_seq1.p2, Ssid_DN343004_c0_seq1.p1"
OG0000265,
OG0000266,"Ssid_DN385594_c0_seq1.p1, Ssid_DN427058_c0_seq1.p1"
OG0000267,"Ssid_DN219087_c0_seq2.p1, Ssid_DN422135_c0_seq1.p1, Ssid_DN51284_c0_seq1.p1, Ssid_DN76178_c0_seq1.p1"
OG0000268,Ssid_DN232041_c0_seq1.p2
OG0000269,
OG0000270,"Ssid_DN226293_c0_seq1.p1, Ssid_DN257692_c0_seq1.p1, Ssid_DN262926_c0_seq3.p1, Ssid_DN35846_c0_seq1.p1"
OG0000271,"Ssid_DN108320_c0_seq1.p1, Ssid_DN244668_c0_seq1.p1, Ssid_DN250252_c1_seq2.p1, Ssid_DN252680_c1_seq1.p2"
OG0000272,"Ssid_DN20192_c0_seq1.p1, Ssid_DN206521_c0_seq1.p1, Ssid_DN232596_c0_seq1.p1, Ssid_DN246379_c0_seq2.p1, Ssid_DN333142_c0_seq1.p1"
OG0000273,"Ssid_DN167561_c0_seq2.p1, Ssid_DN257980_c0_seq7.p1, Ssid_DN263247_c1_seq1.p2"
OG0000274,Ssid_DN259502_c0_seq4.p2
OG0000275,
OG0000276,"Ssid_DN225561_c0_seq1.p1, Ssid_DN235251_c0_seq1.p1, Ssid_DN250538_c0_seq1.p1, Ssid_DN256164_c2_seq17.p2, Ssid_DN257384_c0_seq1.p1"
OG0000277,
OG0000278,
OG0000279,"Ssid_DN263195_c0_seq4.p1, Ssid_DN30299_c0_seq1.p1"
OG0000280,Ssid_DN259778_c0_seq4.p1
OG0000281,"Ssid_DN255964_c0_seq6.p1, Ssid_DN256922_c1_seq5.p1, Ssid_DN257970_c0_seq3.p1"
OG0000282,
OG0000283,Ssid_DN233667_c0_seq1.p1
OG0000284,"Ssid_DN253634_c0_seq2.p1, Ssid_DN263813_c0_seq1.p1"
OG0000285,"Ssid_DN138748_c0_seq1.p1, Ssid_DN225242_c0_seq2.p1, Ssid_DN240639_c0_seq1.p1, Ssid_DN261241_c0_seq4.p1, Ssid_DN371643_c0_seq1.p1"
OG0000286,"Ssid_DN230988_c0_seq1.p1, Ssid_DN255783_c1_seq1.p1, Ssid_DN259377_c0_seq1.p1"
OG0000287,"Ssid_DN205711_c0_seq1.p1, Ssid_DN262818_c0_seq1.p3"
OG0000288,"Ssid_DN221897_c0_seq2.p1, Ssid_DN239546_c0_seq1.p1, Ssid_DN255548_c0_seq1.p1, Ssid_DN258076_c0_seq1.p1, Ssid_DN263000_c1_seq1.p1, Ssid_DN263537_c0_seq1.p1"
OG0000289,"Ssid_DN179869_c0_seq1.p2, Ssid_DN232416_c0_seq5.p2, Ssid_DN263753_c0_seq1.p3, Ssid_DN337945_c0_seq1.p1, Ssid_DN364003_c0_seq1.p1"
OG0000290,
OG0000291,"Ssid_DN203797_c0_seq1.p1, Ssid_DN203797_c0_seq1.p2, Ssid_DN248540_c0_seq1.p2, Ssid_DN259106_c0_seq5.p1, Ssid_DN262637_c0_seq3.p1, Ssid_DN344484_c0_seq1.p1, Ssid_DN388926_c0_seq1.p1"
OG0000292,
OG0000293,
OG0000294,
OG0000295,
OG0000296,
OG0000297,Ssid_DN319070_c0_seq1.p1
OG0000298,
OG0000299,"Ssid_DN254642_c0_seq1.p1, Ssid_DN256868_c0_seq1.p1, Ssid_DN260995_c0_seq1.p1, Ssid_DN262301_c0_seq1.p1, Ssid_DN262542_c0_seq1.p1, Ssid_DN263723_c0_seq2.p1"
OG0000300,"Ssid_DN258651_c0_seq1.p1, Ssid_DN258651_c0_seq1.p3"
OG0000301,"Ssid_DN125837_c0_seq1.p1, Ssid_DN213197_c0_seq2.p1, Ssid_DN254039_c1_seq1.p1, Ssid_DN256969_c0_seq32.p1, Ssid_DN256969_c0_seq32.p2, Ssid_DN256969_c0_seq32.p5"
OG0000302,"Ssid_DN198054_c0_seq1.p1, Ssid_DN246311_c0_seq1.p1, Ssid_DN49310_c0_seq1.p1, Ssid_DN80563_c0_seq1.p1"
OG0000303,Ssid_DN248786_c0_seq3.p1
OG0000304,Ssid_DN32692_c0_seq1.p1
OG0000305,Ssid_DN239384_c0_seq6.p1
OG0000306,"Ssid_DN257719_c0_seq1.p1, Ssid_DN368567_c0_seq1.p1"
