OG,Cnat_Orthofinder_input
OG0000020,"TRINITY_DN11481_c0_g1_i1.p1, TRINITY_DN116948_c0_g1_i1.p1, TRINITY_DN118810_c0_g1_i2.p1, TRINITY_DN134184_c0_g1_i1.p1, TRINITY_DN138138_c0_g1_i2.p1, TRINITY_DN149443_c0_g1_i1.p2, TRINITY_DN19626_c0_g1_i1.p1, TRINITY_DN202768_c0_g1_i6.p1, TRINITY_DN207103_c0_g1_i3.p1, TRINITY_DN2128_c0_g1_i2.p1, TRINITY_DN220851_c0_g2_i1.p1, TRINITY_DN222832_c0_g2_i1.p1, TRINITY_DN231998_c0_g1_i2.p1, TRINITY_DN232236_c0_g1_i1.p1, TRINITY_DN236645_c0_g2_i2.p1, TRINITY_DN255183_c0_g2_i1.p1, TRINITY_DN255624_c0_g2_i2.p1, TRINITY_DN257460_c0_g1_i1.p2, TRINITY_DN258809_c1_g1_i1.p1, TRINITY_DN259156_c0_g4_i1.p4, TRINITY_DN259957_c0_g1_i3.p1, TRINITY_DN261185_c0_g2_i4.p1, TRINITY_DN261874_c0_g2_i2.p1, TRINITY_DN263366_c1_g1_i5.p1, TRINITY_DN267258_c1_g1_i17.p1, TRINITY_DN274898_c5_g2_i9.p1, TRINITY_DN274981_c3_g2_i16.p1, TRINITY_DN278616_c0_g2_i4.p1, TRINITY_DN280577_c0_g2_i2.p1, TRINITY_DN283183_c2_g2_i1.p1, TRINITY_DN283697_c0_g6_i2.p1, TRINITY_DN283903_c1_g1_i7.p1, TRINITY_DN284094_c1_g1_i2.p2, TRINITY_DN284098_c0_g2_i10.p1, TRINITY_DN284113_c0_g3_i1.p1, TRINITY_DN285065_c0_g3_i6.p1, TRINITY_DN285931_c0_g4_i4.p1, TRINITY_DN290452_c1_g2_i11.p1, TRINITY_DN290775_c1_g2_i7.p1, TRINITY_DN291665_c1_g2_i1.p2, TRINITY_DN292482_c1_g1_i8.p1, TRINITY_DN293007_c0_g1_i1.p1, TRINITY_DN293713_c2_g7_i1.p5, TRINITY_DN293915_c1_g1_i5.p1, TRINITY_DN294438_c0_g1_i1.p3, TRINITY_DN295270_c1_g2_i2.p1, TRINITY_DN300381_c1_g5_i2.p1, TRINITY_DN301859_c0_g3_i1.p1, TRINITY_DN304378_c0_g1_i5.p1, TRINITY_DN304378_c0_g5_i2.p1, TRINITY_DN306251_c1_g1_i1.p1, TRINITY_DN307183_c1_g1_i11.p1, TRINITY_DN307966_c1_g1_i4.p1, TRINITY_DN308755_c0_g1_i9.p2, TRINITY_DN309942_c2_g5_i1.p1, TRINITY_DN313611_c2_g3_i1.p5, TRINITY_DN315119_c2_g1_i1.p1, TRINITY_DN316383_c3_g2_i2.p1, TRINITY_DN427006_c0_g1_i1.p1, TRINITY_DN460326_c0_g1_i1.p1, TRINITY_DN478719_c0_g1_i1.p1, TRINITY_DN520646_c0_g1_i1.p1, TRINITY_DN663852_c0_g1_i1.p1, TRINITY_DN89416_c0_g1_i1.p1"
OG0000021,"TRINITY_DN264017_c1_g1_i7.p1, TRINITY_DN264017_c2_g1_i5.p1, TRINITY_DN265281_c1_g2_i1.p1, TRINITY_DN268660_c3_g1_i6.p1, TRINITY_DN277150_c0_g1_i3.p1, TRINITY_DN292039_c1_g1_i13.p1, TRINITY_DN292039_c1_g2_i1.p1, TRINITY_DN293578_c0_g1_i4.p1, TRINITY_DN310219_c0_g2_i2.p1, TRINITY_DN316927_c9_g1_i8.p1, TRINITY_DN318653_c25_g3_i1.p1"
OG0000022,
OG0000023,"TRINITY_DN107970_c0_g1_i1.p1, TRINITY_DN122506_c0_g1_i1.p2, TRINITY_DN195299_c0_g1_i2.p1, TRINITY_DN217605_c1_g1_i1.p1, TRINITY_DN243724_c1_g1_i3.p1, TRINITY_DN260472_c4_g15_i3.p1, TRINITY_DN260472_c4_g7_i3.p1, TRINITY_DN269753_c2_g3_i2.p1, TRINITY_DN269753_c2_g4_i2.p1, TRINITY_DN274547_c3_g5_i1.p1, TRINITY_DN294747_c0_g1_i1.p1, TRINITY_DN295015_c2_g1_i2.p1, TRINITY_DN313314_c2_g3_i1.p1, TRINITY_DN317330_c16_g2_i2.p1"
OG0000024,"TRINITY_DN208063_c0_g1_i2.p1, TRINITY_DN317250_c0_g1_i1.p1"
OG0000025,"TRINITY_DN241228_c3_g1_i2.p1, TRINITY_DN271048_c6_g2_i4.p2, TRINITY_DN307177_c1_g1_i5.p1, TRINITY_DN311655_c0_g1_i9.p1, TRINITY_DN49222_c0_g1_i2.p1"
OG0000026,"TRINITY_DN197281_c0_g1_i1.p1, TRINITY_DN244256_c0_g1_i2.p1, TRINITY_DN251055_c0_g3_i3.p1, TRINITY_DN263276_c0_g1_i2.p1, TRINITY_DN272745_c1_g4_i2.p1, TRINITY_DN272966_c2_g2_i12.p1, TRINITY_DN294301_c0_g1_i1.p1, TRINITY_DN294301_c1_g1_i2.p1, TRINITY_DN307982_c0_g2_i3.p1, TRINITY_DN318198_c12_g1_i1.p1, TRINITY_DN82319_c0_g1_i1.p1"
OG0000027,"TRINITY_DN284142_c0_g1_i4.p2, TRINITY_DN291262_c3_g1_i5.p2, TRINITY_DN294525_c3_g1_i2.p1, TRINITY_DN296599_c1_g1_i8.p1, TRINITY_DN300969_c4_g2_i4.p1, TRINITY_DN308883_c0_g6_i2.p1, TRINITY_DN310729_c2_g1_i11.p1, TRINITY_DN310814_c1_g2_i5.p1"
OG0000028,"TRINITY_DN256733_c1_g2_i14.p1, TRINITY_DN263394_c0_g1_i1.p1, TRINITY_DN264312_c8_g1_i1.p1, TRINITY_DN267799_c6_g6_i2.p1, TRINITY_DN277072_c0_g3_i6.p1, TRINITY_DN278440_c2_g1_i23.p1, TRINITY_DN284552_c5_g3_i2.p1, TRINITY_DN474052_c0_g1_i1.p1"
OG0000029,"TRINITY_DN217829_c0_g2_i3.p1, TRINITY_DN272699_c1_g1_i1.p1, TRINITY_DN276649_c5_g2_i1.p1, TRINITY_DN288792_c2_g1_i5.p1, TRINITY_DN295120_c6_g2_i2.p1, TRINITY_DN308368_c3_g2_i2.p1, TRINITY_DN314910_c3_g1_i6.p1"
OG0000030,"TRINITY_DN181398_c1_g1_i1.p1, TRINITY_DN200858_c0_g1_i1.p1, TRINITY_DN273047_c6_g1_i2.p2, TRINITY_DN274479_c0_g1_i7.p1, TRINITY_DN288581_c0_g3_i6.p2, TRINITY_DN294650_c1_g1_i6.p1, TRINITY_DN300140_c1_g3_i1.p1, TRINITY_DN304780_c0_g1_i2.p1, TRINITY_DN308749_c0_g1_i5.p1, TRINITY_DN313837_c1_g1_i17.p1"
OG0000031,"TRINITY_DN170826_c0_g2_i1.p1, TRINITY_DN184700_c0_g1_i2.p1, TRINITY_DN222311_c0_g1_i2.p1, TRINITY_DN240949_c0_g1_i2.p2, TRINITY_DN248721_c0_g2_i1.p1, TRINITY_DN254219_c2_g1_i2.p1, TRINITY_DN262199_c0_g4_i3.p1, TRINITY_DN269684_c0_g1_i6.p2, TRINITY_DN278887_c3_g12_i1.p1, TRINITY_DN284012_c3_g1_i13.p1, TRINITY_DN284085_c1_g2_i5.p2, TRINITY_DN293280_c0_g1_i12.p1, TRINITY_DN296481_c0_g2_i7.p1, TRINITY_DN299621_c0_g2_i1.p1, TRINITY_DN303093_c3_g1_i2.p1, TRINITY_DN306612_c1_g2_i6.p1, TRINITY_DN312614_c2_g4_i1.p1, TRINITY_DN314789_c0_g3_i3.p1, TRINITY_DN318496_c4_g1_i12.p3, TRINITY_DN95580_c1_g1_i1.p1"
OG0000032,"TRINITY_DN168403_c0_g1_i2.p1, TRINITY_DN209080_c0_g1_i2.p1, TRINITY_DN266496_c1_g1_i5.p1, TRINITY_DN266496_c2_g1_i2.p1, TRINITY_DN267881_c5_g1_i2.p1, TRINITY_DN268030_c0_g4_i1.p1, TRINITY_DN268030_c0_g5_i6.p1, TRINITY_DN268030_c0_g6_i2.p1, TRINITY_DN277161_c0_g5_i1.p1, TRINITY_DN285718_c5_g1_i1.p1, TRINITY_DN291700_c2_g4_i1.p1, TRINITY_DN297020_c0_g2_i4.p1, TRINITY_DN304218_c2_g3_i1.p1, TRINITY_DN368583_c0_g1_i1.p1, TRINITY_DN67647_c0_g1_i1.p1"
OG0000033,"TRINITY_DN253351_c0_g2_i2.p1, TRINITY_DN255354_c0_g1_i4.p1, TRINITY_DN276736_c0_g3_i3.p1, TRINITY_DN277493_c0_g2_i4.p2, TRINITY_DN283906_c3_g1_i2.p1, TRINITY_DN290793_c0_g2_i3.p1, TRINITY_DN291325_c0_g1_i3.p1, TRINITY_DN302806_c1_g1_i7.p1, TRINITY_DN304157_c0_g2_i5.p1, TRINITY_DN318320_c8_g1_i1.p1, TRINITY_DN515252_c0_g1_i1.p2"
OG0000034,"TRINITY_DN264644_c0_g1_i19.p1, TRINITY_DN293115_c0_g1_i3.p1, TRINITY_DN302199_c0_g1_i4.p5, TRINITY_DN305476_c0_g1_i1.p1, TRINITY_DN307575_c1_g1_i7.p1, TRINITY_DN308326_c0_g2_i1.p1, TRINITY_DN308517_c1_g2_i8.p1, TRINITY_DN309518_c2_g1_i9.p1, TRINITY_DN311600_c1_g2_i1.p1, TRINITY_DN316275_c0_g1_i6.p1, TRINITY_DN423617_c0_g1_i1.p1"
OG0000035,"TRINITY_DN258624_c1_g3_i1.p1, TRINITY_DN264539_c3_g1_i3.p1, TRINITY_DN264539_c4_g4_i1.p1, TRINITY_DN266860_c0_g4_i2.p1, TRINITY_DN267179_c10_g1_i1.p1, TRINITY_DN281788_c3_g1_i3.p1, TRINITY_DN281788_c3_g5_i1.p1, TRINITY_DN292200_c6_g2_i1.p1, TRINITY_DN304374_c0_g3_i3.p1, TRINITY_DN309010_c7_g1_i4.p1, TRINITY_DN317196_c4_g2_i8.p3"
OG0000036,"TRINITY_DN285428_c0_g2_i5.p1, TRINITY_DN286343_c0_g1_i4.p1, TRINITY_DN299113_c0_g1_i6.p1, TRINITY_DN299113_c0_g1_i6.p2, TRINITY_DN300259_c0_g1_i2.p1, TRINITY_DN302452_c0_g2_i3.p1, TRINITY_DN302978_c0_g1_i2.p1, TRINITY_DN303572_c0_g2_i1.p1, TRINITY_DN305838_c1_g2_i8.p1, TRINITY_DN307019_c0_g1_i9.p1"
OG0000037,"TRINITY_DN183527_c0_g1_i1.p1, TRINITY_DN248411_c0_g2_i3.p1, TRINITY_DN255746_c0_g1_i1.p1, TRINITY_DN264440_c0_g4_i2.p1, TRINITY_DN273283_c1_g3_i2.p1, TRINITY_DN284538_c1_g3_i1.p1, TRINITY_DN289334_c4_g3_i4.p1, TRINITY_DN352082_c0_g1_i1.p1, TRINITY_DN40553_c0_g1_i1.p1, TRINITY_DN523683_c0_g1_i1.p1"
OG0000038,"TRINITY_DN258911_c8_g1_i1.p1, TRINITY_DN276509_c3_g5_i6.p2, TRINITY_DN285631_c4_g1_i1.p1, TRINITY_DN286625_c6_g1_i1.p1, TRINITY_DN292762_c1_g1_i2.p2, TRINITY_DN294516_c2_g2_i1.p1, TRINITY_DN310430_c3_g4_i3.p1, TRINITY_DN310905_c0_g1_i3.p1, TRINITY_DN313288_c3_g3_i1.p2"
OG0000039,"TRINITY_DN167618_c0_g1_i1.p1, TRINITY_DN250771_c0_g1_i3.p1, TRINITY_DN263045_c2_g1_i1.p2, TRINITY_DN264683_c0_g6_i1.p1, TRINITY_DN270747_c0_g1_i2.p1, TRINITY_DN287750_c1_g4_i2.p1, TRINITY_DN359363_c0_g1_i1.p1, TRINITY_DN408798_c0_g1_i1.p1, TRINITY_DN648520_c0_g1_i1.p2"
OG0000040,"TRINITY_DN123624_c0_g1_i2.p2, TRINITY_DN240166_c0_g1_i1.p1, TRINITY_DN277799_c1_g3_i3.p1, TRINITY_DN281304_c5_g1_i1.p1, TRINITY_DN284885_c0_g1_i12.p1, TRINITY_DN289542_c1_g3_i4.p1, TRINITY_DN302122_c0_g1_i1.p1, TRINITY_DN312410_c0_g1_i8.p1, TRINITY_DN313459_c1_g1_i4.p1, TRINITY_DN318182_c2_g3_i2.p1, TRINITY_DN318495_c5_g1_i2.p1, TRINITY_DN318632_c7_g1_i1.p1"
OG0000041,"TRINITY_DN137178_c0_g1_i1.p1, TRINITY_DN148661_c0_g1_i1.p1, TRINITY_DN189869_c0_g1_i2.p1, TRINITY_DN217356_c0_g1_i1.p1, TRINITY_DN217785_c0_g1_i1.p1, TRINITY_DN233233_c0_g1_i1.p1, TRINITY_DN264780_c0_g3_i1.p1, TRINITY_DN267201_c0_g3_i2.p1, TRINITY_DN273544_c1_g2_i7.p1, TRINITY_DN276838_c0_g4_i1.p1, TRINITY_DN287917_c1_g1_i2.p1, TRINITY_DN308322_c1_g1_i8.p1, TRINITY_DN312356_c1_g1_i2.p1, TRINITY_DN312356_c2_g1_i1.p1, TRINITY_DN318287_c5_g1_i3.p1, TRINITY_DN68468_c0_g1_i1.p1"
OG0000042,TRINITY_DN247271_c0_g1_i1.p1
OG0000043,"TRINITY_DN203339_c0_g3_i1.p1, TRINITY_DN259871_c0_g2_i4.p1, TRINITY_DN266243_c4_g3_i12.p1, TRINITY_DN275454_c1_g1_i12.p1, TRINITY_DN276470_c4_g1_i1.p1, TRINITY_DN292418_c1_g3_i2.p2, TRINITY_DN295223_c1_g1_i4.p1, TRINITY_DN295336_c3_g1_i10.p2, TRINITY_DN299573_c1_g1_i2.p1, TRINITY_DN301091_c2_g1_i1.p1, TRINITY_DN309740_c0_g1_i1.p2, TRINITY_DN315338_c1_g1_i2.p1, TRINITY_DN318158_c7_g2_i2.p1"
OG0000044,"TRINITY_DN143662_c0_g1_i1.p1, TRINITY_DN222865_c1_g1_i1.p1, TRINITY_DN223723_c1_g1_i2.p1, TRINITY_DN262044_c0_g1_i2.p1, TRINITY_DN274959_c0_g3_i4.p1, TRINITY_DN275574_c2_g1_i3.p1, TRINITY_DN275574_c2_g5_i1.p1, TRINITY_DN282987_c0_g2_i4.p1, TRINITY_DN296000_c0_g2_i1.p2, TRINITY_DN299756_c0_g1_i9.p1, TRINITY_DN299950_c0_g3_i4.p1, TRINITY_DN316457_c5_g1_i2.p1"
OG0000045,"TRINITY_DN144641_c0_g1_i1.p1, TRINITY_DN246453_c0_g1_i1.p1, TRINITY_DN253794_c0_g2_i1.p1, TRINITY_DN259882_c0_g1_i1.p1, TRINITY_DN271493_c0_g1_i4.p1, TRINITY_DN275100_c0_g1_i6.p1, TRINITY_DN277512_c0_g5_i3.p1, TRINITY_DN280202_c2_g4_i1.p1, TRINITY_DN308510_c0_g3_i4.p1"
OG0000046,"TRINITY_DN161369_c0_g1_i1.p1, TRINITY_DN191097_c0_g1_i4.p1, TRINITY_DN203073_c0_g1_i1.p1, TRINITY_DN225380_c0_g2_i3.p1, TRINITY_DN240913_c0_g1_i2.p1, TRINITY_DN251431_c0_g1_i5.p1, TRINITY_DN251431_c0_g2_i1.p1, TRINITY_DN255163_c0_g1_i8.p1, TRINITY_DN255163_c0_g2_i1.p1, TRINITY_DN269865_c0_g1_i4.p1, TRINITY_DN274876_c1_g4_i3.p1, TRINITY_DN396654_c0_g1_i1.p1, TRINITY_DN544188_c0_g1_i1.p1"
OG0000047,"TRINITY_DN263382_c3_g1_i8.p1, TRINITY_DN280439_c1_g1_i3.p1, TRINITY_DN296716_c1_g2_i1.p1, TRINITY_DN299495_c0_g2_i1.p1"
OG0000048,"TRINITY_DN154414_c0_g1_i1.p1, TRINITY_DN255398_c6_g5_i7.p2, TRINITY_DN259010_c0_g2_i4.p1, TRINITY_DN260012_c3_g1_i1.p1, TRINITY_DN260029_c7_g4_i2.p2, TRINITY_DN260029_c7_g7_i1.p1, TRINITY_DN260224_c9_g4_i2.p1, TRINITY_DN260224_c9_g5_i1.p1, TRINITY_DN260321_c2_g4_i2.p1, TRINITY_DN260790_c8_g1_i1.p1, TRINITY_DN261768_c5_g1_i5.p1, TRINITY_DN261768_c5_g8_i1.p1, TRINITY_DN261809_c5_g4_i3.p1, TRINITY_DN261954_c4_g13_i1.p1, TRINITY_DN262558_c4_g2_i1.p1, TRINITY_DN263062_c10_g3_i1.p1, TRINITY_DN264196_c4_g1_i5.p1, TRINITY_DN265310_c2_g1_i1.p1, TRINITY_DN265310_c3_g2_i1.p1, TRINITY_DN266355_c13_g3_i2.p1, TRINITY_DN266355_c13_g4_i3.p1, TRINITY_DN266384_c3_g3_i13.p1, TRINITY_DN266879_c1_g2_i1.p1, TRINITY_DN267269_c5_g1_i2.p1, TRINITY_DN267859_c9_g1_i10.p2, TRINITY_DN267913_c7_g7_i2.p1, TRINITY_DN268130_c12_g1_i1.p1, TRINITY_DN268130_c3_g1_i1.p1, TRINITY_DN269516_c9_g1_i1.p2, TRINITY_DN270880_c6_g1_i1.p1, TRINITY_DN272278_c7_g6_i1.p1, TRINITY_DN274602_c8_g3_i1.p2, TRINITY_DN275526_c9_g3_i9.p1, TRINITY_DN275681_c9_g1_i3.p1, TRINITY_DN276411_c7_g2_i2.p2, TRINITY_DN277964_c10_g1_i1.p1, TRINITY_DN277964_c5_g10_i1.p1, TRINITY_DN279251_c3_g6_i1.p2, TRINITY_DN284070_c5_g4_i9.p1, TRINITY_DN289427_c2_g1_i2.p1, TRINITY_DN292226_c11_g1_i1.p1, TRINITY_DN292722_c7_g1_i1.p1, TRINITY_DN295416_c3_g1_i1.p1, TRINITY_DN296609_c5_g1_i1.p1, TRINITY_DN296609_c7_g1_i7.p1, TRINITY_DN55463_c0_g1_i1.p1, TRINITY_DN561443_c0_g1_i1.p1"
OG0000049,"TRINITY_DN117083_c0_g1_i1.p1, TRINITY_DN198413_c0_g1_i1.p1, TRINITY_DN23601_c0_g1_i1.p1, TRINITY_DN259413_c0_g1_i2.p1, TRINITY_DN273857_c0_g1_i1.p1, TRINITY_DN281578_c0_g2_i3.p1, TRINITY_DN299981_c1_g5_i2.p1, TRINITY_DN301551_c0_g1_i1.p1"
OG0000050,"TRINITY_DN119387_c1_g1_i1.p1, TRINITY_DN128990_c0_g1_i1.p1, TRINITY_DN260712_c2_g7_i2.p2, TRINITY_DN279789_c2_g1_i1.p2, TRINITY_DN282566_c2_g1_i1.p1, TRINITY_DN290325_c2_g1_i1.p1, TRINITY_DN312766_c1_g1_i3.p1, TRINITY_DN312766_c1_g2_i4.p1, TRINITY_DN85306_c0_g1_i1.p2, TRINITY_DN862_c0_g1_i1.p1"
OG0000051,"TRINITY_DN144770_c0_g1_i1.p2, TRINITY_DN219824_c0_g1_i1.p1, TRINITY_DN258305_c3_g8_i1.p1, TRINITY_DN258305_c5_g1_i1.p1, TRINITY_DN272359_c1_g3_i1.p2, TRINITY_DN284926_c0_g1_i6.p1, TRINITY_DN290309_c2_g1_i1.p1, TRINITY_DN296767_c0_g1_i9.p1, TRINITY_DN296767_c0_g2_i1.p1, TRINITY_DN301088_c1_g2_i4.p1, TRINITY_DN62744_c0_g1_i2.p1"
OG0000052,"TRINITY_DN225117_c0_g1_i6.p1, TRINITY_DN251339_c1_g1_i1.p1, TRINITY_DN288876_c2_g1_i2.p1, TRINITY_DN288876_c2_g5_i1.p1, TRINITY_DN301538_c0_g2_i6.p1, TRINITY_DN303289_c2_g2_i4.p1, TRINITY_DN303289_c2_g4_i1.p1, TRINITY_DN305357_c0_g2_i3.p1, TRINITY_DN313260_c2_g1_i4.p1, TRINITY_DN314244_c4_g1_i1.p1"
OG0000053,"TRINITY_DN250935_c3_g10_i1.p2, TRINITY_DN262453_c1_g1_i1.p1, TRINITY_DN280114_c0_g4_i1.p1, TRINITY_DN293771_c1_g1_i2.p1, TRINITY_DN626500_c0_g1_i1.p1"
OG0000054,"TRINITY_DN106719_c0_g1_i1.p1, TRINITY_DN122563_c0_g1_i1.p1, TRINITY_DN249785_c0_g1_i1.p1, TRINITY_DN255677_c0_g1_i3.p1, TRINITY_DN262560_c1_g1_i1.p2, TRINITY_DN296056_c0_g5_i6.p1, TRINITY_DN628166_c0_g1_i1.p1, TRINITY_DN70953_c0_g1_i1.p1"
OG0000055,"TRINITY_DN230841_c0_g1_i2.p1, TRINITY_DN232489_c0_g1_i7.p1, TRINITY_DN238496_c0_g1_i2.p1, TRINITY_DN245227_c0_g1_i2.p1, TRINITY_DN258380_c0_g3_i1.p1, TRINITY_DN258380_c0_g4_i1.p1, TRINITY_DN260171_c0_g5_i3.p1, TRINITY_DN265978_c0_g1_i4.p1, TRINITY_DN268470_c0_g2_i2.p1, TRINITY_DN270589_c0_g2_i5.p2, TRINITY_DN275452_c0_g3_i1.p1, TRINITY_DN293180_c2_g2_i1.p1"
OG0000056,"TRINITY_DN261174_c0_g1_i1.p1, TRINITY_DN276496_c1_g2_i12.p1, TRINITY_DN281636_c4_g1_i3.p1, TRINITY_DN311237_c2_g1_i28.p1, TRINITY_DN316573_c4_g1_i2.p1"
OG0000057,"TRINITY_DN266956_c0_g3_i1.p1, TRINITY_DN275015_c1_g3_i6.p1, TRINITY_DN277008_c0_g1_i6.p1, TRINITY_DN282432_c0_g3_i2.p1, TRINITY_DN283480_c0_g3_i4.p1, TRINITY_DN291736_c0_g2_i3.p1, TRINITY_DN310219_c0_g3_i6.p1, TRINITY_DN318636_c15_g2_i2.p1, TRINITY_DN318653_c25_g2_i2.p1"
OG0000058,TRINITY_DN299254_c0_g1_i4.p1
OG0000059,"TRINITY_DN142567_c0_g1_i1.p1, TRINITY_DN20641_c0_g1_i1.p1, TRINITY_DN254154_c0_g5_i1.p1, TRINITY_DN278049_c0_g1_i12.p1, TRINITY_DN286281_c0_g2_i11.p2, TRINITY_DN286281_c0_g5_i5.p1, TRINITY_DN315946_c3_g2_i1.p1, TRINITY_DN595253_c0_g1_i1.p1"
OG0000060,"TRINITY_DN240772_c0_g1_i6.p1, TRINITY_DN268653_c0_g2_i2.p1, TRINITY_DN283084_c1_g3_i1.p1, TRINITY_DN302069_c0_g1_i5.p1, TRINITY_DN586842_c0_g1_i1.p1"
OG0000061,"TRINITY_DN282162_c0_g1_i3.p1, TRINITY_DN282660_c5_g1_i1.p1, TRINITY_DN283626_c3_g6_i2.p2, TRINITY_DN293397_c1_g1_i1.p2, TRINITY_DN293511_c0_g1_i2.p1, TRINITY_DN296840_c1_g1_i4.p1, TRINITY_DN298962_c0_g1_i5.p1, TRINITY_DN305134_c2_g5_i2.p1, TRINITY_DN311105_c0_g1_i5.p1"
OG0000062,TRINITY_DN289520_c0_g2_i4.p1
OG0000063,"TRINITY_DN141536_c0_g1_i1.p1, TRINITY_DN159251_c0_g1_i1.p1, TRINITY_DN271095_c2_g13_i1.p1, TRINITY_DN290573_c1_g3_i1.p1, TRINITY_DN294585_c0_g3_i1.p1, TRINITY_DN298915_c0_g1_i5.p1, TRINITY_DN300504_c2_g1_i5.p1, TRINITY_DN305411_c2_g1_i4.p2, TRINITY_DN305513_c1_g2_i3.p1, TRINITY_DN313824_c1_g1_i3.p1"
OG0000064,"TRINITY_DN178652_c0_g1_i1.p1, TRINITY_DN178652_c0_g1_i1.p2, TRINITY_DN241003_c0_g1_i1.p1, TRINITY_DN272944_c2_g2_i2.p1, TRINITY_DN275299_c0_g1_i1.p1, TRINITY_DN275299_c2_g1_i1.p1, TRINITY_DN280789_c1_g2_i3.p2, TRINITY_DN289736_c3_g4_i4.p1, TRINITY_DN296768_c1_g3_i5.p1"
OG0000065,"TRINITY_DN238771_c0_g2_i1.p1, TRINITY_DN251723_c0_g1_i6.p1, TRINITY_DN251723_c0_g2_i8.p1, TRINITY_DN254767_c0_g3_i2.p1, TRINITY_DN262836_c1_g1_i1.p1, TRINITY_DN262836_c2_g6_i1.p1, TRINITY_DN273797_c1_g2_i4.p1, TRINITY_DN304721_c1_g4_i1.p1, TRINITY_DN43557_c0_g1_i1.p1"
OG0000066,"TRINITY_DN246655_c0_g1_i1.p1, TRINITY_DN274487_c0_g3_i2.p1, TRINITY_DN279592_c3_g4_i1.p1, TRINITY_DN287315_c1_g2_i6.p1, TRINITY_DN301586_c1_g1_i1.p1, TRINITY_DN311592_c6_g2_i3.p1"
OG0000067,"TRINITY_DN267682_c2_g1_i2.p1, TRINITY_DN318633_c9_g1_i1.p1"
OG0000068,"TRINITY_DN274648_c3_g1_i2.p1, TRINITY_DN288455_c0_g1_i2.p2, TRINITY_DN464756_c0_g1_i1.p1, TRINITY_DN74177_c0_g1_i1.p1"
OG0000069,"TRINITY_DN287136_c1_g3_i9.p1, TRINITY_DN316313_c0_g1_i2.p1, TRINITY_DN316873_c2_g2_i2.p1"
OG0000070,"TRINITY_DN243239_c0_g3_i3.p1, TRINITY_DN282105_c0_g3_i1.p2, TRINITY_DN287227_c3_g3_i9.p1, TRINITY_DN296393_c0_g2_i7.p1, TRINITY_DN302913_c1_g1_i17.p1, TRINITY_DN304997_c0_g2_i12.p1, TRINITY_DN316136_c1_g1_i16.p1, TRINITY_DN318508_c3_g1_i12.p1"
OG0000071,"TRINITY_DN269791_c0_g1_i5.p2, TRINITY_DN272919_c1_g1_i2.p1, TRINITY_DN272919_c2_g1_i1.p1, TRINITY_DN307768_c1_g1_i17.p1, TRINITY_DN32227_c0_g1_i1.p1, TRINITY_DN526667_c0_g1_i1.p2"
OG0000072,"TRINITY_DN192094_c1_g1_i1.p1, TRINITY_DN229228_c0_g2_i1.p1, TRINITY_DN232362_c0_g1_i1.p1, TRINITY_DN304857_c8_g2_i4.p1, TRINITY_DN308405_c1_g2_i4.p1"
OG0000073,"TRINITY_DN258964_c1_g1_i6.p1, TRINITY_DN262258_c7_g1_i1.p1, TRINITY_DN268150_c3_g5_i1.p1, TRINITY_DN271545_c2_g1_i2.p1, TRINITY_DN275749_c5_g2_i1.p2, TRINITY_DN276620_c2_g3_i5.p1, TRINITY_DN278168_c3_g2_i5.p1, TRINITY_DN282243_c4_g6_i1.p2, TRINITY_DN282371_c3_g4_i2.p1, TRINITY_DN284275_c2_g3_i6.p1, TRINITY_DN285001_c4_g2_i5.p2, TRINITY_DN291470_c5_g7_i1.p1, TRINITY_DN306011_c1_g1_i1.p1, TRINITY_DN42476_c0_g1_i1.p2"
OG0000074,"TRINITY_DN264316_c0_g2_i5.p1, TRINITY_DN273230_c0_g2_i5.p1"
OG0000075,"TRINITY_DN270436_c1_g2_i3.p1, TRINITY_DN275206_c1_g1_i5.p1, TRINITY_DN275206_c1_g3_i3.p1, TRINITY_DN288708_c7_g4_i5.p1, TRINITY_DN299586_c1_g1_i2.p1, TRINITY_DN300906_c2_g1_i6.p1, TRINITY_DN305077_c0_g3_i6.p2, TRINITY_DN306614_c2_g1_i12.p1, TRINITY_DN308257_c2_g2_i2.p1, TRINITY_DN310423_c2_g1_i8.p1, TRINITY_DN318662_c27_g1_i3.p2"
OG0000076,"TRINITY_DN276847_c0_g1_i1.p1, TRINITY_DN318544_c11_g1_i14.p1"
OG0000077,"TRINITY_DN278751_c3_g1_i6.p1, TRINITY_DN292460_c1_g4_i1.p1, TRINITY_DN296972_c0_g4_i2.p1, TRINITY_DN307904_c0_g2_i1.p1, TRINITY_DN315358_c1_g1_i4.p1"
OG0000078,"TRINITY_DN291668_c1_g1_i5.p1, TRINITY_DN304386_c3_g2_i3.p1, TRINITY_DN304386_c4_g1_i2.p1, TRINITY_DN311622_c1_g2_i8.p1"
OG0000079,"TRINITY_DN301236_c0_g2_i8.p1, TRINITY_DN312162_c1_g2_i4.p1, TRINITY_DN316114_c3_g2_i1.p1, TRINITY_DN88774_c0_g1_i1.p1"
